frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_armed,transition_guard_pause_frames_remaining,transition_guard_recovery_streak,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
137,1624181104.061511278,1624181104.161416292,142,141,0,0.013394340,0.024680339,1,0,0,0,1,-0.012779552,-0.030506419,-0.005834857,0.000009644,-0.000039510,0.000172466,0.999999984,2399,2084,0.868695290,0.011843899,0.001871037,0.001564970,0.090052130,135.399384584,1811,0.974499225,139.514309181,315.012292690,1310.291494006,0.079053082,0.077037167,0,0,1,0,0,0.000000529,0.000001783,0.000004170,-0.083907462,-0.996404660,0.011717155,0.000000000,0.000000001,0.000000009,-0.002489714,0.019842174,-0.999800025,0.000000000,0.097208731,0.035754153,0.040527188,0.001797199,130.255489929,0,0.080389877,0.078373520,63,62,1,0.026260942,38,0,0,0,0,0,2298,38,8151,20917,7239,0,0,293951
138,1624181104.161508799,1624181104.261441946,142,142,0,0.012697590,0.026024998,1,0,0,0,1,-0.013042611,-0.029650722,-0.005299577,0.000021761,-0.000025087,0.000151440,0.999999988,2348,2029,0.864139693,0.010846443,0.001811240,0.001531105,0.087696767,133.712621117,1770,0.973887353,134.159065717,311.344689159,1278.276859797,0.077828388,0.075796082,0,0,1,0,0,0.000000536,0.000001786,0.000004248,-0.072860455,-0.997244289,0.013970746,0.000000000,0.000000001,0.000000009,-0.008670952,0.013401575,-0.999872598,0.000000000,0.096343447,0.037123670,0.039526795,0.001788406,130.693974865,0,0.080069429,0.078050573,53,52,1,0.022572402,38,0,0,0,0,0,2257,38,8168,20970,7277,0,0,296208
139,1624181104.261506319,1624181104.361441612,144,143,0,0.013336164,0.027636601,1,0,0,0,1,-0.011796608,-0.030774368,-0.005385903,0.000005923,-0.000007240,0.000131591,0.999999991,2348,2023,0.861584327,0.010722889,0.001928426,0.001669522,0.089343710,132.929677060,1778,0.974526695,136.424560897,314.715327260,1281.568575515,0.078734861,0.076729224,0,0,1,0,0,0.000000539,0.000001802,0.000004249,-0.070089197,-0.997485286,0.010517104,0.000000000,0.000000001,0.000000009,-0.002571841,0.013111665,-0.999910731,0.000000000,0.095667373,0.034397600,0.038467523,0.001717408,130.993510862,0,0.080044603,0.078020444,45,44,1,0.019165247,37,0,0,0,0,0,2265,38,8186,21015,7314,0,0,298473
140,1624181104.361503839,1624181104.461431980,145,144,0,0.012827711,0.025115840,1,0,0,0,1,-0.010025761,-0.031373752,-0.005481558,0.000000291,-0.000028496,0.000156307,0.999999987,2377,2053,0.863693732,0.011937114,0.001891199,0.001669758,0.094151859,130.341715664,1792,0.976366316,140.463437918,320.316382469,1288.868617001,0.080280950,0.078383615,0,0,1,0,0,0.000000536,0.000001768,0.000004142,-0.071066856,-0.997421324,0.010010189,0.000000000,0.000000001,0.000000009,0.003794974,-0.012788064,0.999911028,0.000000000,0.095291083,0.036440164,0.034217049,0.001724544,131.237573443,0,0.079843107,0.077828680,43,42,1,0.018090029,45,0,0,0,0,0,2289,45,8205,21058,7359,0,0,300762
141,1624181104.461501360,1624181104.561460733,146,145,0,0.012227661,0.024595852,1,0,0,0,1,-0.010684863,-0.030794254,-0.005999090,0.000006138,-0.000020699,0.000102885,0.999999994,2340,2011,0.859401709,0.011357305,0.002108645,0.001736542,0.090365925,133.963226988,1764,0.975563919,136.312178678,314.234720529,1270.347853110,0.079210061,0.077274478,0,0,1,0,0,0.000000540,0.000001783,0.000004230,-0.073032994,-0.997276585,0.010275905,0.000000000,0.000000001,0.000000009,-0.003022952,0.012301989,-0.999919758,0.000000000,0.094835403,0.033993126,0.033851818,0.001664154,131.450357964,0,0.079708293,0.077698440,46,46,0,0.019658120,35,0,0,0,0,0,2258,36,8222,21104,7394,0,0,303020
142,1624181104.561498880,1624181104.661432743,147,146,0,0.013460647,0.027766627,1,0,0,0,1,-0.010512236,-0.029459481,-0.005981663,0.000008466,-0.000016000,0.000064410,0.999999998,2360,2046,0.866949153,0.011166628,0.002034463,0.001610146,0.087019508,135.907595440,1794,0.976282786,134.370640221,313.518396972,1303.562281265,0.076719598,0.074900022,0,0,1,0,0,0.000000532,0.000001794,0.000004309,-0.072361923,-0.997322055,0.010605172,0.000000000,0.000000001,0.000000009,-0.005941257,0.014988511,-0.999870015,0.000000000,0.094094016,0.033913665,0.031507822,0.001726836,131.933718734,0,0.079416656,0.077417139,54,54,0,0.022881356,40,0,0,0,0,0,2266,40,8235,21158,7434,0,0,305286
143,1624181104.661496639,1624181104.761455297,148,147,0,0.012720834,0.025717374,1,0,0,0,1,-0.008893078,-0.027990779,-0.005686357,0.000028597,-0.000012651,-0.000011310,0.999999999,2338,2002,0.856287425,0.010546529,0.001993275,0.001616269,0.091450464,132.165260865,1767,0.974312135,134.650788269,310.119597055,1276.839156678,0.078212153,0.076203049,0,0,1,0,0,0.000000545,0.000001802,0.000004262,-0.068946305,-0.997554720,0.011444977,0.000000000,0.000000001,0.000000009,-0.005449956,0.012857701,-0.999902484,0.000000000,0.093595394,0.036637528,0.031577726,0.001856862,132.207688481,0,0.079138997,0.077147187,99,99,0,0.042343884,36,0,0,0,0,0,2203,36,8261,21257,7470,0,0,307489
144,1624181104.761494160,1624181104.861463785,149,148,0,0.013112330,0.024675724,1,0,0,0,1,-0.009811336,-0.027612829,-0.006017923,-0.000004644,-0.000014888,0.000064493,0.999999998,2377,2041,0.858645351,0.010858560,0.001887673,0.001580116,0.090332543,135.489833841,1801,0.975116362,138.817852414,313.448913584,1303.917802187,0.079045138,0.077078208,0,0,1,0,0,0.000000535,0.000001808,0.000004299,-0.078679860,-0.996868190,0.007955575,0.000000000,0.000000001,0.000000009,-0.002906202,0.017349543,-0.999845262,0.000000000,0.093131085,0.037224624,0.029610886,0.001896496,132.523460240,0,0.079129131,0.077142664,51,50,1,0.021455616,33,0,0,0,0,0,2293,33,8282,21308,7503,0,0,309782
145,1624181104.861491680,1624181104.961462498,150,149,0,0.013229164,0.027211693,1,0,0,0,1,-0.010632695,-0.030166971,-0.006300558,0.000011884,-0.000007601,0.000035471,0.999999999,2370,2038,0.859915612,0.011190471,0.002039801,0.001599450,0.092050087,133.316111828,1796,0.974988823,140.241978212,315.370023159,1295.467924401,0.080088850,0.078085734,0,0,1,0,0,0.000000541,0.000001812,0.000004295,-0.068972488,-0.997585867,0.008076764,0.000000000,0.000000001,0.000000010,-0.003502671,0.012674118,-0.999913545,0.000000000,0.092783595,0.036306211,0.030722670,0.001806867,132.733299007,0,0.079200931,0.077212678,71,70,1,0.029957806,33,0,0,0,0,0,2266,33,8309,21379,7536,0,0,312048
146,1624181104.961489201,1624181105.061463833,151,150,0,0.013294556,0.026455070,1,0,0,0,1,-0.008920700,-0.029734901,-0.006171035,0.000024797,-0.000024720,-0.000033328,0.999999999,2359,2041,0.865197117,0.011717779,0.002381540,0.001699963,0.090736765,132.408657268,1794,0.975184283,137.846874276,314.238505519,1297.395224565,0.078793028,0.076837723,0,0,1,0,0,0.000000540,0.000001783,0.000004263,-0.065308620,-0.997852569,0.005003561,0.000000000,0.000000001,0.000000009,-0.001840603,0.018223509,-0.999832244,0.000000000,0.092501146,0.036861233,0.031459104,0.001793080,132.771089275,0,0.079143001,0.077156234,110,109,1,0.046629928,37,0,0,0,0,0,2211,38,8332,21489,7573,0,0,314259
147,1624181105.061486721,1624181105.161540747,152,151,0,0.012365408,0.026607480,1,0,0,0,1,-0.010519838,-0.028865922,-0.005754042,-0.000001773,-0.000027107,0.000127189,0.999999992,2376,2042,0.859427609,0.011025779,0.001837571,0.001514992,0.087538570,134.710753296,1804,0.973158561,141.390329878,315.864985109,1298.322729832,0.080537764,0.078376014,0,0,1,0,0,0.000000534,0.000001800,0.000004290,-0.065697434,-0.997827960,0.004817619,0.000000000,0.000000001,0.000000009,0.003075933,-0.012767698,0.999913759,0.000000000,0.092177958,0.037100100,0.029754508,0.002060528,132.799739443,0,0.079204775,0.077209506,49,49,0,0.020622896,28,0,0,0,0,0,2298,29,8348,21538,7601,0,0,316557
148,1624181105.161484480,1624181105.261478186,152,152,0,0.013076150,0.025802022,1,0,0,0,1,-0.010905865,-0.026440778,-0.005546624,0.000017147,-0.000004367,-0.000034560,0.999999999,2386,2058,0.862531433,0.011179966,0.001832430,0.001574014,0.094024995,128.805967285,1792,0.974645312,136.666175567,311.326135709,1298.572087809,0.078248575,0.076264607,0,0,1,0,0,0.000000533,0.000001812,0.000004148,-0.085473934,-0.996313479,0.007325148,0.000000000,0.000000001,0.000000010,0.003863563,-0.011260760,0.999929132,0.000000000,0.091851936,0.037084324,0.030609624,0.002323776,132.926427876,0,0.079203226,0.077203828,87,86,1,0.036462699,34,0,0,0,0,0,2264,35,8369,21625,7635,0,0,318821
149,1624181105.361479521,1624181105.461359262,154,153,0,0.012925297,0.026453744,1,0,0,0,1,-0.013092629,-0.024984058,-0.005409576,0.000007779,-0.000022550,0.000111095,0.999999994,2368,2035,0.859375000,0.011730594,0.001867039,0.001629886,0.093024784,128.590656349,1791,0.974081082,142.491984685,312.836272836,1289.250960122,0.081676993,0.079560014,0,0,1,0,0,0.000000651,0.000002323,0.000005279,-0.057841737,-0.998307543,0.006031870,0.000000000,0.000000001,0.000000008,0.002250239,-0.017681170,0.999841144,0.000000000,0.091835917,0.038175643,0.030686834,0.002520350,132.712589459,0,0.079429532,0.077422858,51,51,0,0.021537162,37,0,0,0,0,0,2280,37,8387,21676,7672,0,0,321101
150,1624181105.461477041,1624181105.561339855,155,154,0,0.012412394,0.024465952,1,0,0,0,1,-0.012072379,-0.026887401,-0.005429069,-0.000000846,-0.000024890,0.000004690,1.000000000,2377,2051,0.862852335,0.011694277,0.001829548,0.001489539,0.094544294,129.637057425,1791,0.974887232,141.849679002,312.940663205,1291.232690805,0.081241585,0.079201384,0,0,1,0,0,0.000000540,0.000001914,0.000004433,-0.078743465,-0.996866323,0.007549909,0.000000000,0.000000001,0.000000009,-0.005783507,0.013863755,-0.999887167,0.000000000,0.091718397,0.038907761,0.030372307,0.002674844,132.673848693,0,0.079525282,0.077516078,73,73,0,0.030710980,38,0,0,0,0,0,2266,38,8400,21749,7710,0,0,323367
151,1624181105.561474562,1624181105.661345243,156,155,0,0.012482794,0.025281616,1,0,0,0,1,-0.012557484,-0.025705013,-0.005596536,0.000000580,-0.000028812,0.000063343,0.999999998,2361,2026,0.858110970,0.011410763,0.001741244,0.001492074,0.091716814,132.162315760,1776,0.974939508,137.670483444,307.964017343,1285.858065603,0.079509717,0.077517164,0,0,1,0,0,0.000000542,0.000001837,0.000004264,-0.076318374,-0.997071539,0.004883910,0.000000000,0.000000001,0.000000010,-0.004148576,0.017654073,-0.999835548,0.000000000,0.091518842,0.038972623,0.030577865,0.002777884,132.770640133,0,0.079309330,0.077303075,45,45,0,0.019059720,32,0,0,0,0,0,2284,32,8423,21794,7742,0,0,325651
152,1624181105.661472321,1624181105.761426687,157,156,0,0.013494229,0.025800493,1,0,0,0,1,-0.013059203,-0.025495264,-0.005709147,0.000004538,-0.000021972,0.000072997,0.999999997,2343,2016,0.860435339,0.010936228,0.001919820,0.001624252,0.094173394,131.527331592,1764,0.975260540,139.918167301,313.102609979,1267.338814643,0.081330768,0.079318689,0,0,1,0,0,0.000000545,0.000001833,0.000004222,-0.082168323,-0.996610254,0.004045854,0.000000000,0.000000001,0.000000009,-0.005524728,0.012878977,-0.999901800,0.000000000,0.091427363,0.035607283,0.030055956,0.002677823,132.830976779,0,0.079304748,0.077302650,59,59,0,0.025181391,32,0,0,0,0,0,2251,33,8436,21853,7774,0,0,327902
153,1624181105.761469841,1624181105.861409426,158,157,0,0.012675566,0.025547772,1,0,0,0,1,-0.013292456,-0.024096946,-0.005785177,0.000004806,-0.000011610,0.000136587,0.999999991,2373,2047,0.862621155,0.011280964,0.001892241,0.001536665,0.087803476,136.278403528,1783,0.974126613,135.360697452,308.975496353,1292.531557841,0.077933796,0.075917385,0,0,1,0,0,0.000000528,0.000001841,0.000004265,-0.064796792,-0.997890356,0.004026560,0.000000000,0.000000001,0.000000009,0.001751588,-0.015866619,0.999872583,0.000000000,0.091072188,0.035146625,0.031393303,0.002743726,132.968920675,0,0.079244898,0.077240099,50,48,2,0.021070375,26,0,0,0,0,0,2297,26,8456,21903,7800,0,0,330199
154,1624181105.861467361,1624181105.961424589,158,158,0,0.013005580,0.025690041,1,0,0,0,1,-0.011436994,-0.025595868,-0.005965869,0.000002517,-0.000012212,0.000068105,0.999999998,2339,2011,0.859769132,0.011315646,0.001988243,0.001562081,0.090263783,131.371223960,1766,0.975339976,136.357147679,313.950048233,1272.143201392,0.079164630,0.077212428,0,0,1,0,0,0.000000537,0.000001805,0.000004249,-0.063686991,-0.997964290,0.003352949,0.000000000,0.000000001,0.000000008,-0.001313881,0.013409912,-0.999909220,0.000000000,0.090957314,0.033945030,0.031190832,0.002692409,132.846018271,0,0.079267036,0.077264200,58,57,1,0.024796922,25,0,0,0,0,0,2255,26,8476,21961,7825,0,0,332454
155,1624181106.061462402,1624181106.161262274,160,159,0,0.013128102,0.025779387,1,0,0,0,1,-0.011384235,-0.027946555,-0.005679307,0.000009622,-0.000042388,0.000057958,0.999999997,2358,2028,0.860050891,0.011399398,0.001962833,0.001664566,0.086994963,135.043622867,1770,0.974118753,137.186412262,311.785531218,1275.218249396,0.079565707,0.077506448,0,0,1,0,0,0.000000649,0.000002343,0.000005776,-0.072157411,-0.997353716,0.008881053,0.000000001,0.000000001,0.000000010,-0.009144016,0.018754626,-0.999782302,0.000000000,0.090760974,0.033890980,0.032542898,0.002567985,132.949542680,0,0.079341044,0.077337160,51,48,3,0.021628499,33,0,0,0,0,0,2272,35,8494,22012,7858,0,0,334726
156,1624181106.161460161,1624181106.261220217,161,160,0,0.013113405,0.026969159,1,0,0,0,1,-0.011498075,-0.029815896,-0.005953391,-0.000003655,-0.000032315,0.000095188,0.999999995,2341,2021,0.863306279,0.010935101,0.001812425,0.001491909,0.089080593,132.673045942,1773,0.975277449,137.328007952,309.000560884,1282.838348372,0.079418596,0.077455165,0,0,1,0,0,0.000000540,0.000001946,0.000004750,-0.068450660,-0.997645474,0.004244511,0.000000000,0.000000001,0.000000008,0.006328447,-0.016643257,0.999841464,0.000000000,0.090618271,0.033766735,0.033720758,0.002457835,132.821723133,0,0.079329712,0.077332730,43,42,1,0.018368219,28,0,0,0,0,0,2270,28,8511,22055,7886,0,0,336996
157,1624181106.261457682,1624181106.361222506,162,161,0,0.013441860,0.026825012,1,0,0,0,1,-0.011179826,-0.030535959,-0.005636407,0.000018099,-0.000005400,0.000069859,0.999999997,2360,2034,0.861864407,0.011014209,0.001724510,0.001416108,0.089899386,132.048591778,1786,0.974683667,139.287746393,317.238135190,1284.259147908,0.080014329,0.077988660,0,0,1,0,0,0.000000536,0.000001824,0.000004390,-0.064009961,-0.997935822,0.005178728,0.000000000,0.000000001,0.000000009,0.003472601,-0.017821214,0.999835159,0.000000000,0.090610634,0.031937230,0.033526390,0.002466442,132.654183493,0,0.079377774,0.077380305,57,56,1,0.024152542,30,0,0,0,0,0,2272,31,8537,22112,7916,0,0,339268
158,1624181106.361455202,1624181106.461385250,163,162,0,0.013900590,0.026192077,1,0,0,0,1,-0.010757298,-0.034055018,-0.005856187,0.000026031,-0.000016448,0.000094260,0.999999995,2372,2061,0.868887015,0.011013559,0.001929297,0.001541855,0.087064553,139.370478526,1824,0.975554419,138.437734745,317.000128466,1323.973396238,0.077799741,0.075897881,0,0,1,0,0,0.000000533,0.000001804,0.000004367,-0.079846239,-0.996787166,0.006318498,0.000000000,0.000000001,0.000000009,0.005362641,-0.011394987,0.999920695,0.000000000,0.090579023,0.031309953,0.035397486,0.002475546,132.937076363,0,0.079376342,0.077385395,52,49,3,0.021922428,28,0,0,0,0,0,2291,29,8562,22164,7944,0,0,341559
159,1624181106.461452723,1624181106.561495304,164,163,0,0.013348463,0.028938792,1,0,0,0,1,-0.011143959,-0.037359818,-0.006042084,0.000010645,-0.000025129,0.000088396,0.999999996,2351,2040,0.867715866,0.011198910,0.002098123,0.001685891,0.093615613,130.785257960,1797,0.975521784,145.794132506,317.045673451,1290.172839423,0.083167759,0.081131960,0,0,1,0,0,0.000000532,0.000001806,0.000004198,-0.080366098,-0.996755142,0.004525156,0.000000000,0.000000001,0.000000008,0.006514214,-0.014629699,0.999871760,0.000000000,0.090792619,0.029555421,0.036858037,0.002437841,132.829855408,0,0.079597987,0.077605531,63,61,2,0.026797108,34,0,0,0,0,0,2253,35,8582,22227,7978,0,0,343812
160,1624181106.561450243,1624181106.661554337,165,164,0,0.012527151,0.026752208,1,0,0,0,1,-0.012141044,-0.033127114,-0.006262562,0.000003915,-0.000038492,0.000110903,0.999999993,2372,2049,0.863827993,0.011268460,0.002107390,0.001730132,0.087119722,134.433220757,1797,0.975532255,133.021473281,316.844331560,1303.165657317,0.075880825,0.074024192,0,0,1,0,0,0.000000529,0.000001813,0.000004201,-0.075769950,-0.997114563,0.004632812,0.000000000,0.000000001,0.000000008,0.002291192,-0.014263313,0.999895649,0.000000000,0.090441012,0.026073008,0.040193322,0.002376010,133.034430663,0,0.079377981,0.077387560,40,39,1,0.016863406,35,0,0,0,0,0,2294,38,8596,22267,8013,0,0,346106
161,1624181106.661448002,1624181106.761478662,166,165,0,0.013849031,0.026333573,1,0,0,0,1,-0.013760670,-0.033374965,-0.005624727,0.000021101,-0.000019784,0.000109349,0.999999994,2383,2063,0.865715485,0.011375186,0.001915099,0.001528219,0.089801287,135.964796433,1815,0.975532918,137.542075137,314.474873587,1318.575297701,0.077681395,0.075780758,0,0,1,0,0,0.000000530,0.000001807,0.000004183,-0.066169087,-0.997795334,0.005111120,0.000000000,0.000000001,0.000000009,-0.004951596,0.007500818,-0.999959609,0.000000000,0.090412780,0.026112829,0.040605571,0.002302167,133.134509135,0,0.079301547,0.077312874,53,53,0,0.022240873,33,0,0,0,0,0,2296,34,8615,22320,8046,0,0,348402
162,1624181106.761445522,1624181106.861435890,166,166,0,0.012902227,0.025312358,1,0,0,0,1,-0.013633100,-0.030761286,-0.005003908,0.000030247,-0.000027742,0.000110217,0.999999993,2379,2064,0.867591425,0.011170488,0.001894845,0.001557054,0.087537799,135.034240794,1808,0.975839093,130.098214134,311.453246063,1322.765620036,0.073738568,0.071956977,0,0,1,0,0,0.000000520,0.000001819,0.000004177,-0.059209658,-0.998218951,0.007289931,0.000000000,0.000000001,0.000000009,-0.003142098,0.009576587,-0.999949207,0.000000000,0.090438694,0.026109764,0.041089104,0.002152464,133.090841403,0,0.079152496,0.077165722,44,44,0,0.018495166,38,0,0,0,0,0,2295,40,8634,22364,8084,0,0,350697
163,1624181106.861443043,1624181106.961433887,168,167,0,0.012689871,0.025261132,1,0,0,0,1,-0.012443737,-0.029384221,-0.005042288,0.000005489,-0.000030419,0.000127971,0.999999991,2347,2032,0.865786110,0.011266749,0.001728171,0.001504022,0.093208302,133.107086939,1793,0.974315290,137.985702969,312.934636209,1296.026976598,0.078986757,0.076958005,0,0,1,0,0,0.000000528,0.000001830,0.000004144,-0.070487069,-0.997494698,0.005991713,0.000000000,0.000000001,0.000000009,-0.004127339,0.016834443,-0.999849772,0.000000000,0.090526586,0.022196126,0.041862203,0.002036367,133.137932706,0,0.079191226,0.077203470,44,44,0,0.018747337,38,0,0,0,0,0,2265,38,8657,22408,8122,0,0,352962
164,1624181106.961440563,1624181107.061437607,169,168,0,0.013450834,0.026152406,1,0,0,0,1,-0.011365461,-0.029159889,-0.005476726,0.000016213,-0.000017307,0.000130184,0.999999991,2357,2045,0.867628341,0.011576986,0.001797270,0.001562353,0.088853959,135.595072985,1776,0.974646206,132.211226853,315.495857411,1283.264578400,0.076379775,0.074443258,0,0,1,0,0,0.000000529,0.000001806,0.000004236,-0.070718626,-0.997473876,0.006689017,0.000000000,0.000000001,0.000000010,-0.004161390,0.013497048,-0.999900251,0.000000000,0.090452657,0.021487243,0.040348350,0.001982747,133.143194664,0,0.079057958,0.077071722,53,52,1,0.022486211,40,0,0,0,0,0,2264,40,8679,22461,8162,0,0,355226
165,1624181107.061438084,1624181107.161339045,170,169,0,0.012565188,0.024648555,1,0,0,0,1,-0.010717061,-0.027137904,-0.005695336,0.000008550,-0.000022621,-0.000034345,0.999999999,2368,2046,0.864020270,0.011325857,0.001967365,0.001609289,0.087869813,135.060512714,1806,0.972922436,137.774609346,317.275021745,1302.048288542,0.078410320,0.076287159,0,0,1,0,0,0.000000527,0.000001791,0.000004275,-0.067731409,-0.997688168,0.005547591,0.000000000,0.000000001,0.000000009,-0.003437425,0.014604287,-0.999887443,0.000000000,0.090243643,0.021399331,0.040712557,0.002174205,133.230414708,0,0.078974031,0.076981794,104,103,1,0.043918919,45,0,0,0,0,0,2219,45,8699,22565,8207,0,0,357445
166,1624181107.161435843,1624181107.261283636,171,170,0,0.012428439,0.025675012,1,0,0,0,1,-0.009033312,-0.025806434,-0.005960505,-0.000005061,-0.000020884,-0.000012159,1.000000000,2352,2022,0.859693878,0.011667709,0.001824913,0.001558344,0.096616491,128.517366975,1797,0.973227113,143.794883073,321.791565533,1283.302673874,0.082220697,0.080019412,0,0,1,0,0,0.000000535,0.000001793,0.000004120,-0.074365652,-0.997201649,0.007656397,0.000000000,0.000000001,0.000000009,-0.003271071,0.018291182,-0.999827351,0.000000000,0.090537630,0.021031777,0.041008307,0.001897542,133.035850193,0,0.079145415,0.077140878,79,79,0,0.033588435,37,0,0,0,0,0,2235,38,8725,22644,8244,0,0,359680
