frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
957,1624181191.859374523,1624181191.959470272,962,961,0,1,0,0,1,2.912561517,37.628213827,-33.274682381,0.004965989,0.027791951,-0.059440145,0.997832559,1759,742,0.421830586,0.060584717,0.044398755,0.028841084,0.302974816,104.621902084,1638,0.797419167,244.206214948,416.618707185,645.347673020,0.186963205,0.149088043,0,1.000000000,1.000000000,1.000000000,0.000002601,0.000003020,0.000010030,0.113308704,-0.042283390,-0.992659686,0.000000002,0.000000006,0.000000010,0.393160209,0.918650949,-0.038800561,0.000000000,0.410700881,0.198932789,6.722953970,0.011095589,99.071541885,0,184,165,19,0.104604889,38,0,0,0,0,0,1537,38,208617,427008,126279,3,0,1654464
958,1624181191.959372044,1624181192.059353113,963,962,0,1,0,0,1,2.937055780,37.909789730,-33.264515164,0.005050793,0.033166760,-0.059524865,0.997662892,1783,784,0.439708357,0.063630275,0.045862937,0.029997104,0.418835206,103.653004277,1661,0.803090753,285.100555183,422.445974395,626.387211540,0.213729173,0.171643922,0,1.000000000,1.000000000,1.000000000,0.000002325,0.000002855,0.000009252,0.093109678,-0.085778092,-0.991953984,0.000000003,0.000000006,0.000000009,0.410565035,0.908142624,-0.081934888,0.000000000,0.422045389,0.200021019,6.678976453,0.009530646,98.463754607,0,215,199,16,0.120583287,54,0,0,0,0,0,1514,54,208688,427223,126333,3,0,1655978
959,1624181192.059369564,1624181192.159286261,964,963,0,1,0,0,1,2.973412436,38.186359761,-33.258215614,0.007389709,0.036161085,-0.059779027,0.997529065,1690,711,0.420710059,0.063371697,0.045913362,0.030000974,0.385338679,99.120110111,1558,0.801364348,247.672639150,432.945391327,567.907623207,0.198372087,0.158968318,0,1.000000000,1.000000000,1.000000000,0.000002297,0.000002950,0.000008605,0.084545266,-0.109488580,-0.990385959,0.000000002,0.000000007,0.000000009,0.843076151,0.536235441,-0.040916454,0.000000000,0.425474727,0.093485335,6.717698851,0.009663872,98.397703379,0,225,204,21,0.133136095,51,0,0,0,0,0,1413,52,208773,427448,126384,3,0,1657391
960,1624181192.159367085,1624181192.259241581,965,964,0,1,0,0,1,3.003429980,38.442036456,-33.254623986,0.010410695,0.037949542,-0.059712589,0.997439650,1643,692,0.421180767,0.062949067,0.045511010,0.029707332,0.393202261,97.759888319,1507,0.802300168,237.221818391,405.884253323,565.960281354,0.196202481,0.157413284,0,1.000000000,1.000000000,1.000000000,0.000002242,0.000002985,0.000008714,0.044229990,-0.099931676,-0.994010748,0.000000003,0.000000007,0.000000008,-0.511726043,-0.854807448,0.086259403,0.000000000,0.431773838,0.086460481,6.754446110,0.009852011,98.212106901,0,185,159,26,0.112598904,45,0,0,0,0,0,1413,45,208844,427633,126429,3,0,1658804
961,1624181192.259364843,1624181192.359274864,965,965,0,1,0,0,1,3.037196716,38.706777693,-33.250653344,0.012563179,0.037215384,-0.060266690,0.997409198,1619,647,0.399629401,0.057959515,0.043301709,0.030263792,0.428513788,100.395946908,1507,0.786434883,237.394502008,397.941693347,549.821173785,0.200306312,0.157527871,0,1.000000000,1.000000000,1.000000000,0.000002384,0.000003302,0.000009267,0.047286204,-0.083832395,-0.995357295,0.000000003,0.000000008,0.000000009,0.653742969,0.750322676,-0.098163190,0.000000000,0.441036694,0.089281407,6.815740154,0.009762287,97.733328440,0,187,171,16,0.115503397,36,0,0,0,0,0,1396,36,208909,427820,126465,3,0,1660200
962,1624181192.659354925,1624181192.759243250,967,966,0,1,0,0,1,3.156964197,39.802835405,-33.282873849,0.016743944,0.022886621,-0.060483702,0.997766288,1712,716,0.418224299,0.061750890,0.045029262,0.027706649,0.373079655,106.071287638,1590,0.800491694,254.079093022,407.480317465,611.222382582,0.199625022,0.159798172,0,1.000000000,1.000000000,1.000000000,0.000003870,0.000004894,0.000016926,0.127031793,-0.009890994,-0.991849329,0.000000003,0.000000008,0.000000012,0.232387893,0.972237363,-0.027393027,0.000000000,0.445952628,0.090041999,7.700036260,0.009660568,97.926141380,0,186,166,20,0.108644860,45,0,0,0,0,0,1479,47,208974,428006,126510,3,0,1661679
963,1624181192.759352684,1624181192.859289885,967,967,0,1,0,0,1,3.179992394,40.068534413,-33.314725536,0.018254380,0.022450153,-0.060221183,0.997765592,1726,693,0.401506373,0.060905395,0.045061207,0.027025027,0.441395193,97.000821965,1605,0.796132941,277.636623310,396.631293359,603.525453926,0.217278184,0.172982320,0,1.000000000,1.000000000,1.000000000,0.000002776,0.000003523,0.000011249,0.126526339,-0.035616340,-0.991323641,0.000000003,0.000000007,0.000000009,0.601036889,0.789667254,-0.123208305,0.000000000,0.450704159,0.088790329,7.751867987,0.010108231,97.377799409,0,203,179,24,0.117612978,48,0,0,0,0,0,1474,49,209050,428209,126558,3,0,1663153
964,1624181193.059345245,1624181193.159285784,969,968,0,1,0,0,1,3.278937292,40.913440181,-33.312318526,0.027209549,0.028488023,-0.060559535,0.997386894,1613,670,0.415375077,0.058098589,0.042258197,0.026205457,0.447072355,111.841128053,1501,0.793493224,251.863750057,401.403082213,537.766497127,0.211466584,0.167797302,0,1.000000000,1.000000000,1.000000000,0.000003829,0.000004989,0.000016653,0.114035721,0.029209139,-0.993047169,0.000000003,0.000000010,0.000000013,0.499707069,-0.866163623,0.007309112,0.000000000,0.459000371,0.091992296,8.413379712,0.010114893,97.303068109,0,193,180,13,0.119652821,23,0,0,0,0,0,1396,24,209111,428402,126581,3,0,1664549
965,1624181193.159342766,1624181193.259327650,969,969,0,1,0,0,1,3.323185003,41.187405370,-33.312409881,0.023402724,0.014652180,-0.060151049,0.997807335,1621,682,0.420727946,0.125406968,0.067654361,0.046704447,0.541522427,96.197734150,1504,0.806713047,298.067742153,396.155454354,519.073225865,0.245667701,0.198183339,0,1.000000000,1.000000000,1.000000000,0.000002830,0.000003755,0.000010369,0.128599608,0.010740501,-0.991638433,0.000000003,0.000000006,0.000000008,0.835305518,-0.549611738,-0.013843018,0.000000000,0.468222414,0.214029541,8.477635701,0.009957116,97.036028546,0,449,399,50,0.276989513,125,0,0,0,0,0,1047,125,209260,428851,126706,3,0,1665596
966,1624181193.759328127,1624181193.859194279,970,970,0,1,0,0,1,3.747418666,42.887033592,-33.224941031,-0.055707595,-0.096096816,-0.060693923,0.991956810,2045,962,0.470415648,0.073057675,0.054343044,0.033170592,0.559967824,76.932602978,1824,0.826851941,414.487680782,516.847186911,576.843073436,0.274826776,0.227241053,0,1.000000000,1.000000000,1.000000000,0.000003699,0.000005930,0.000013684,0.278079554,-0.192604822,-0.941050022,0.000000004,0.000000007,0.000000018,0.223406186,0.973587637,-0.047082790,0.000000000,0.478741684,0.213784770,10.035541487,0.017158071,96.076097845,0,243,216,27,0.118826406,72,0,0,0,0,0,1728,74,209345,429094,126778,3,0,1667324
967,1624181194.059320927,1624181194.159145832,972,971,0,1,0,0,1,4.227069748,43.610575903,-33.092457280,-0.051553520,-0.074796285,-0.060500230,0.994025891,2082,966,0.463976945,0.147735082,0.093488478,0.063309054,0.436272466,74.041692971,1854,0.823960125,368.027639493,558.092995816,601.501436113,0.240915372,0.198504660,0,1.000000000,1.000000000,1.000000000,0.000003439,0.000005259,0.000010251,0.274897470,-0.201595989,-0.940101291,0.000000000,0.000000001,0.000000013,0.159119352,0.986320380,-0.043048101,0.000000000,0.480641062,0.309508300,10.717952848,0.019175426,94.443927057,0,414,364,50,0.198847262,181,0,0,0,0,0,1487,181,209489,429508,126959,3,0,1668811
968,1624181194.159318447,1624181194.259160995,973,972,0,1,0,0,1,4.435693982,43.796314904,-33.130368826,-0.049497269,-0.065564286,-0.059444776,0.994845548,2082,1010,0.485110471,0.106925636,0.069260717,0.044624065,0.494524294,75.473321457,1856,0.826638794,384.992238179,535.819363503,613.429999134,0.250933255,0.207431163,0,1.000000000,1.000000000,1.000000000,0.000002471,0.000003620,0.000006945,0.260118390,-0.186090422,-0.947474949,0.000000000,0.000000001,0.000000009,0.205900791,0.978045184,-0.032132250,0.000000000,0.479856167,0.316828788,10.809751415,0.020040583,93.860516668,0,374,337,37,0.179634966,121,0,0,0,0,0,1587,121,209598,429882,127080,3,0,1670398
969,1624181194.259315968,1624181194.359255552,973,973,0,1,0,0,1,4.657857542,43.972050907,-33.199398613,-0.048138796,-0.048911089,-0.059486414,0.995867325,2085,1026,0.492086331,0.060584206,0.045007557,0.026797960,0.582803759,82.776019088,1889,0.831108882,421.735560614,522.704507041,625.524610460,0.268627420,0.223258635,0,1.000000000,1.000000000,1.000000000,0.000002150,0.000003076,0.000006369,0.177433610,-0.170729387,-0.969210395,0.000000002,0.000000006,0.000000010,-0.112390687,-0.993592858,0.011898146,0.000000000,0.482016431,0.320921008,10.885788104,0.020829634,93.161251896,0,234,215,19,0.112230216,52,0,0,0,0,0,1798,53,209680,430116,127132,3,0,1672196
970,1624181194.359313726,1624181194.459352016,975,974,0,1,0,0,1,4.899964545,44.139903038,-33.278876557,-0.045999375,-0.029340445,-0.059415829,0.996741168,1992,950,0.476907631,0.065274249,0.047270289,0.031443082,0.577216784,72.876330553,1832,0.819264609,398.728672647,503.654610860,598.509480623,0.265661000,0.217646655,0,1.000000000,1.000000000,1.000000000,0.000002081,0.000003077,0.000005640,0.168080906,-0.208962979,-0.963370792,0.000000002,0.000000005,0.000000007,0.415977845,0.901443786,-0.119839613,0.000000000,0.480942041,0.318854921,10.472144786,0.022111185,92.596861734,0,220,195,25,0.110441767,73,0,0,0,0,0,1699,73,209749,430336,127205,3,0,1673895
971,1624181194.459311247,1624181194.559373617,976,975,0,1,0,0,1,5.144529693,44.316678720,-33.318067415,-0.040931200,-0.007525247,-0.059707144,0.997348016,1899,902,0.474986835,0.066954856,0.045409972,0.026903761,0.658185929,89.016323990,1740,0.819545840,384.621619414,442.407921913,598.980219587,0.269718785,0.221046908,0,1.000000000,1.000000000,1.000000000,0.000002086,0.000003136,0.000006388,0.168733109,-0.211417738,-0.962720976,0.000000002,0.000000006,0.000000008,0.275134159,0.957464845,-0.086961282,0.000000000,0.482175684,0.321888079,10.498120012,0.023647385,92.796628699,0,247,221,26,0.130068457,66,0,0,0,0,0,1584,68,209830,430583,127271,3,0,1675479
972,1624181194.559308767,1624181194.659389496,976,976,0,1,0,0,1,5.386420339,44.460828724,-33.374248024,-0.036284821,0.011298431,-0.059513068,0.997503861,1799,805,0.447470817,0.067951634,0.046318031,0.028910094,0.681300758,81.447679427,1656,0.812584055,359.581636979,408.574924461,577.482634323,0.267219949,0.217138670,0,1.000000000,1.000000000,1.000000000,0.000002164,0.000003020,0.000006972,0.144345967,-0.229436290,-0.962560767,0.000000003,0.000000006,0.000000009,0.705246940,0.700979386,-0.106087953,0.000000000,0.484362311,0.321250047,10.510779965,0.024203419,92.497532726,0,218,195,23,0.121178432,52,0,0,0,0,0,1529,52,209918,430801,127323,3,0,1677008
973,1624181194.659306288,1624181194.759344816,978,977,0,1,0,0,1,5.632512458,44.585128675,-33.431774484,-0.027558162,0.027821922,-0.059649119,0.997450987,1720,723,0.420348837,0.081142487,0.054364477,0.037566958,0.501199620,95.511018365,1590,0.808533253,292.910848565,395.734985319,596.922038393,0.227845495,0.184220659,0,1.000000000,1.000000000,1.000000000,0.000002198,0.000003307,0.000007614,0.085597654,-0.202288717,-0.975577940,0.000000003,0.000000006,0.000000009,0.756081519,0.646426703,-0.102338920,0.000000000,0.481385874,0.314679761,10.515211263,0.024722168,92.137624491,0,229,203,26,0.133139535,60,0,0,0,0,0,1431,60,210000,431030,127383,3,0,1678439
974,1624181194.759303808,1624181194.859370947,978,978,0,1,0,0,1,5.866742050,44.709409682,-33.484870096,-0.020154380,0.037158042,-0.059749437,0.997317946,1646,705,0.428311057,0.072534301,0.054701200,0.032291013,0.392575092,100.900012484,1524,0.801970581,257.215745440,401.021421542,563.965997956,0.210452528,0.168776736,0,1.000000000,1.000000000,1.000000000,0.000002197,0.000003174,0.000008388,0.046942091,-0.193285071,-0.980019041,0.000000002,0.000000007,0.000000008,-0.486588718,-0.868722363,0.092481756,0.000000000,0.470722291,0.310434685,9.361912408,0.024567865,93.051721780,0,235,213,22,0.142770352,46,0,0,0,0,0,1365,46,210074,431265,127429,3,0,1679804
975,1624181194.959299088,1624181195.059178114,980,979,0,1,0,0,1,6.325754661,44.946822455,-33.553856905,-0.008120267,0.035582793,-0.059981499,0.997532027,1665,663,0.398198198,0.148353630,0.071107875,0.052433504,0.380887188,94.196531916,1539,0.811270554,261.635116744,390.996161392,595.914104029,0.209551948,0.170003325,0,1.000000000,1.000000000,1.000000000,0.000002893,0.000004142,0.000009908,0.047215148,-0.107064676,-0.993130346,0.000000001,0.000000006,0.000000007,-0.983864109,0.161344204,0.077326991,0.000000000,0.469718299,0.356835973,9.036843579,0.022481168,92.722733792,0,496,429,67,0.297897898,147,0,0,0,0,0,1022,147,210236,431761,127576,3,0,1680826
976,1624181195.059296608,1624181195.159129381,981,980,0,1,0,0,1,6.544176266,45.076069093,-33.618070906,-0.003327157,0.033383009,-0.060013369,0.997633650,1608,649,0.403606965,0.074312326,0.054277991,0.035489087,0.377147111,102.181876118,1500,0.786910976,228.847861600,407.349743091,544.168859550,0.193878654,0.152565241,0,1.000000000,1.000000000,1.000000000,0.000002443,0.000003390,0.000009143,0.084986334,-0.082232050,-0.992982987,0.000000001,0.000000007,0.000000009,-0.002830019,-0.999181103,0.040362291,0.000000000,0.468700760,0.357563296,9.023381687,0.022621240,93.100761643,0,206,182,24,0.128109453,53,0,0,0,0,0,1349,53,210309,431967,127629,3,0,1682175
977,1624181195.159294128,1624181195.259110928,982,981,0,1,0,0,1,6.756357204,45.223060098,-33.627035438,0.002975066,0.023916754,-0.060647873,0.997868214,1733,740,0.427005193,0.065512602,0.046117433,0.027691429,0.407345709,96.101646671,1622,0.798703227,251.569437112,418.457071000,625.470125428,0.194187642,0.155098297,0,1.000000000,1.000000000,1.000000000,0.000002210,0.000002928,0.000008372,0.093205432,-0.087593549,-0.991786327,0.000000002,0.000000006,0.000000009,0.516042121,0.850011092,-0.105743430,0.000000000,0.473919305,0.354679144,8.998837494,0.023263749,92.674748872,0,207,190,17,0.119446047,55,0,0,0,0,0,1469,57,210379,432174,127684,3,0,1683644
978,1624181195.259291649,1624181195.359202147,982,982,0,1,0,0,1,6.974074685,45.361549375,-33.639659849,0.009066660,0.014211865,-0.060461356,0.998028177,1700,731,0.430000000,0.066717512,0.046418517,0.030058924,0.484602046,91.485714267,1555,0.807381395,301.142727001,376.092568973,578.242772780,0.239862993,0.193660918,0,1.000000000,1.000000000,1.000000000,0.000002225,0.000002924,0.000008031,0.085796123,-0.095280418,-0.991746272,0.000000003,0.000000006,0.000000007,-0.249841755,-0.961515704,0.114309445,0.000000000,0.477207647,0.353010496,8.978156938,0.023476810,92.066384371,0,172,157,15,0.101176471,52,0,0,0,0,0,1475,53,210445,432346,127736,3,0,1685119
979,1624181195.359289408,1624181195.459203720,984,983,0,1,0,0,1,7.189845101,45.503712751,-33.657664240,0.011612361,0.006647361,-0.060582277,0.998073521,1710,721,0.421637427,0.058645299,0.042789159,0.025458719,0.628955927,89.047903186,1563,0.798805661,302.351933710,411.161242717,535.020071103,0.242165705,0.193443336,0,1.000000000,1.000000000,1.000000000,0.000002279,0.000003277,0.000007952,0.118637424,-0.091294354,-0.988731765,0.000000003,0.000000006,0.000000009,0.424468114,0.892570189,-0.152135722,0.000000000,0.489388509,0.356004071,8.979719309,0.023422450,91.562774025,0,195,177,18,0.114035088,42,0,0,0,0,0,1473,42,210512,432541,127778,3,0,1686592
980,1624181195.459286928,1624181195.559183836,985,984,0,1,0,0,1,7.410980131,45.650344067,-33.658846656,0.014950741,-0.000311926,-0.060704162,0.998043778,1805,775,0.429362881,0.059020236,0.042698144,0.026947887,0.642368935,86.387729749,1655,0.803095234,356.884265103,411.176020018,561.062327733,0.268511168,0.215640039,0,1.000000000,1.000000000,1.000000000,0.000002283,0.000003262,0.000007847,0.145831771,-0.048397549,-0.988124877,0.000000003,0.000000007,0.000000008,0.046702758,-0.993121793,0.107368321,0.000000000,0.501846843,0.358481176,8.978139155,0.022860382,90.994166097,0,227,205,22,0.125761773,39,0,0,0,0,0,1539,39,210602,432768,127817,3,0,1688131
981,1624181195.559284449,1624181195.659182072,986,985,0,1,0,0,1,7.629141785,45.783534518,-33.668866745,0.018320753,-0.004885154,-0.060502465,0.997987944,1777,775,0.436128306,0.054942507,0.040651154,0.025058653,0.720995615,93.479250656,1622,0.815440296,364.052215977,404.074608041,554.517335328,0.275245774,0.224446496,0,1.000000000,1.000000000,1.000000000,0.000002289,0.000003243,0.000008167,0.133101831,-0.051166128,-0.989780748,0.000000003,0.000000007,0.000000009,0.103896485,-0.986175124,0.129089680,0.000000000,0.516470934,0.360680831,8.130888497,0.022657623,90.648331284,0,223,199,24,0.125492403,26,0,0,0,0,0,1526,28,210696,432991,127843,3,0,1689657
982,1624181195.659281969,1624181195.759278297,987,986,0,1,0,0,1,7.852047496,45.919803052,-33.683318629,0.022206578,-0.007264712,-0.059876627,0.997932303,1770,734,0.414689266,0.057135302,0.042165834,0.026165182,0.716484696,88.105496637,1624,0.796688251,348.557051522,401.437101591,543.827565851,0.269401144,0.214628726,0,1.000000000,1.000000000,1.000000000,0.000002411,0.000003332,0.000008364,0.118561683,-0.070287868,-0.990455826,0.000000003,0.000000007,0.000000009,-0.066345087,-0.991087184,0.115518496,0.000000000,0.533641186,0.363723015,8.123956153,0.023186954,89.750041734,0,219,201,18,0.123728814,39,0,0,0,0,0,1512,39,210786,433210,127882,3,0,1691169
983,1624181195.759279490,1624181195.859326124,988,987,0,1,0,0,1,8.077801294,46.053650666,-33.719581573,0.023430078,-0.008032836,-0.060196557,0.997879191,1802,774,0.429522752,0.064487753,0.044977474,0.030049215,0.740788018,102.838533352,1656,0.799853341,372.765953492,400.826372723,550.964806700,0.281426859,0.225100213,0,1.000000000,1.000000000,1.000000000,0.000002412,0.000003190,0.000009230,0.144721457,-0.007174457,-0.989446425,0.000000003,0.000000007,0.000000011,0.517652905,-0.855499390,0.012500527,0.000000000,0.548610828,0.361623316,7.538216426,0.023862625,90.041927303,0,220,192,28,0.122086570,53,0,0,0,0,0,1529,53,210863,433430,127935,3,0,1692698
984,1624181195.859277010,1624181195.959251404,989,988,0,1,0,0,1,8.308189606,46.201963579,-33.734880454,0.025161275,-0.006938445,-0.059864903,0.997865202,1787,734,0.410744264,0.059587384,0.041948627,0.025548001,0.723925754,87.680868697,1635,0.798443555,361.057998026,396.843676647,547.553537962,0.276576320,0.220830580,0,1.000000000,1.000000000,1.000000000,0.000002433,0.000003210,0.000009029,0.171081761,0.011186674,-0.985193326,0.000000003,0.000000008,0.000000010,0.142025599,-0.988169911,0.057870174,0.000000000,0.562453498,0.360619942,7.535126889,0.024507101,88.833914336,0,188,160,28,0.105204253,38,0,0,0,0,0,1561,38,210943,433618,127973,3,0,1694259
985,1624181195.959274769,1624181196.059241772,990,989,0,1,0,0,1,8.548494993,46.355678610,-33.754221587,0.022938630,-0.005208051,-0.059656842,0.997941760,1805,770,0.426592798,0.058085858,0.038275521,0.025618006,0.759340237,85.155824690,1670,0.806521334,357.800662321,427.676615895,561.413349406,0.265649382,0.214251894,0,1.000000000,1.000000000,1.000000000,0.000002298,0.000003083,0.000008495,0.151521390,0.029041688,-0.988027251,0.000000003,0.000000006,0.000000008,0.244879160,-0.969542197,0.004703781,0.000000000,0.573344388,0.353022149,6.067088990,0.017473175,88.281818863,0,201,188,13,0.111357341,46,0,0,0,0,0,1557,47,211017,433819,128019,3,0,1695816
986,1624181196.059272289,1624181196.159238100,991,990,0,1,0,0,1,8.787466084,46.511106545,-33.795658611,0.021966901,-0.001352788,-0.059076176,0.998010837,1803,762,0.422628952,0.055960705,0.039779852,0.025117929,0.695444138,90.080948916,1659,0.799903246,342.737321525,427.009104536,557.293058577,0.258272135,0.206592719,0,1.000000000,1.000000000,1.000000000,0.000002214,0.000003258,0.000008093,0.153388464,-0.020110865,-0.987961301,0.000000003,0.000000006,0.000000008,0.220239921,0.974095135,-0.051313217,0.000000000,0.580118204,0.361562284,5.477014635,0.016768934,88.939236160,0,206,194,12,0.114254021,38,0,0,0,0,0,1559,38,211095,434025,128057,3,0,1697375
