frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_retry_performed,transition_guard_measurement_noise_scale,transition_guard_armed,transition_guard_pause_frames_remaining,transition_guard_recovery_streak,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
702,1624181163.160072803,1624181163.259898901,706,706,0,0.131775775,0.185436921,1,0,0,0,1,15.218061240,74.039190068,-31.807174612,-0.051543700,0.042149408,-0.047532040,0.996648072,1570,664,0.422929936,0.063909944,0.044915131,0.030139999,0.817502873,79.001520697,1409,0.816245405,331.145040444,368.620707661,450.324026879,0.287929732,0.235021320,0,0,0,1.000000000,1,0,0,0.000002476,0.000003834,0.000007264,0.058619977,-0.242524251,-0.968372700,0.000000003,0.000000005,0.000000009,0.377183317,0.925995852,-0.016261217,0.000000000,0.741364041,0.065467685,4.941417454,0.012018175,73.769333587,0,0.279416771,0.227458922,268,249,19,0.170700637,61,0,0,0,0,0,1240,62,176687,344072,96912,0,0,1249861
703,1624181163.360068083,1624181163.459877491,708,707,0,0.188004129,0.338211629,1,0,0,0,1,15.139107454,73.502159176,-31.826684197,-0.067358567,0.042630629,-0.047097608,0.995704408,1623,711,0.438077634,0.063830192,0.043554178,0.027525002,0.714032111,79.853691696,1477,0.821977656,346.242846441,400.353340892,467.464810691,0.285193946,0.234423051,0,0,0,1.000000000,1,0,0,0.000003251,0.000005101,0.000009455,0.000175272,-0.305339187,-0.952243640,0.000000004,0.000000004,0.000000012,0.482687623,0.875662441,-0.015097960,0.000000000,0.740473930,0.065381206,5.219222679,0.012320360,74.055727151,0,0.279587322,0.227716425,304,284,20,0.187307455,61,0,0,0,0,0,1257,62,176827,344376,96973,0,0,1251118
704,1624181163.460065603,1624181163.560010195,709,708,0,0.221016966,0.310831860,1,0,0,0,1,15.087248780,73.212009660,-31.825064178,-0.076506350,0.044663342,-0.047253347,0.994946775,1646,716,0.434993925,0.065225228,0.042739478,0.026863790,0.610555648,80.629487564,1488,0.809214318,325.148068566,420.974052229,457.988784234,0.270031662,0.218513487,0,0,0,1.000000000,1,0,0,0.000002724,0.000004168,0.000007157,-0.004881279,-0.316487256,-0.948584203,0.000000003,0.000000004,0.000000008,0.454807532,0.889133612,0.050907062,0.000000000,0.737587152,0.065599611,5.243411667,0.012467406,74.223766042,0,0.279292206,0.227371179,299,283,16,0.181652491,67,0,0,0,0,0,1280,67,176951,344675,97040,0,0,1252398
705,1624181163.560063124,1624181163.660065174,710,709,0,0.083794027,0.216334853,1,0,0,0,1,15.034651943,72.916903590,-31.803363471,-0.086218094,0.043728868,-0.046851560,0.994212833,1682,705,0.419143876,0.082658929,0.046603650,0.032502534,0.639550601,88.918439569,1535,0.825017242,339.147407931,427.264233675,499.989824255,0.267804024,0.220942937,0,0,0,1.000000000,1,0,0,0.000002545,0.000003777,0.000007086,-0.026511129,-0.345381432,-0.938087857,0.000000003,0.000000003,0.000000009,0.462722143,0.885123830,-0.049437079,0.000000000,0.734671334,0.092890102,5.270447226,0.012199199,75.134555948,0,0.278902080,0.227247297,331,315,16,0.196789536,67,0,0,0,0,0,1283,68,177092,345006,97107,0,0,1253681
706,1624181163.660060644,1624181163.760155439,711,710,0,0.086663318,0.180194882,1,0,0,0,1,14.975067047,72.602028639,-31.806596844,-0.091012710,0.043510022,-0.046596183,0.993807004,1677,694,0.413834228,0.104361120,0.058695133,0.039233650,0.663442045,82.503795979,1538,0.816079084,360.014240498,424.918903073,470.196487571,0.286834309,0.234079480,0,0,0,1.000000000,1,0,0,0.000002669,0.000003754,0.000006971,-0.016523568,-0.332534230,-0.942946423,0.000000003,0.000000004,0.000000008,0.564614664,0.825155515,0.018128890,0.000000000,0.733364322,0.158895287,5.322993276,0.011102332,75.556201583,0,0.279806564,0.228038498,359,330,29,0.214072749,84,0,0,0,0,0,1234,84,177242,345365,97191,0,0,1254915
707,1624181163.760058403,1624181163.860079765,712,711,0,0.140677864,0.207953733,1,0,0,0,1,14.919322175,72.286135545,-31.796053053,-0.090873178,0.040517583,-0.047036827,0.993925514,1691,734,0.434062685,0.076545315,0.048883469,0.034252897,0.648135959,90.960093333,1547,0.824885831,352.330843498,435.642983053,488.124553748,0.276100063,0.227751030,0,0,0,1.000000000,1,0,0,0.000002587,0.000003690,0.000006952,-0.021640267,-0.316068632,-0.948489493,0.000000002,0.000000003,0.000000008,0.478575298,0.876001284,-0.059895199,0.000000000,0.729049456,0.161119284,5.363643960,0.010352416,76.617319385,0,0.280053326,0.228281679,268,249,19,0.158486103,91,0,0,0,0,0,1331,92,177344,345633,97282,0,0,1256246
708,1624181163.860055923,1624181163.959972620,713,712,0,0.074448930,0.140608568,1,0,0,0,1,14.868272057,71.973856522,-31.795625375,-0.084537954,0.039293618,-0.047447304,0.994514002,1673,738,0.441123730,0.070598392,0.044940953,0.031130459,0.648341888,83.634083534,1503,0.815879844,343.516456742,393.594183975,489.156764496,0.280131768,0.228553863,0,0,0,1.000000000,1,0,0,0.000002440,0.000003563,0.000006925,-0.013860334,-0.301118561,-0.953485974,0.000000003,0.000000003,0.000000008,0.516498669,0.856146649,-0.015557662,0.000000000,0.726299307,0.160902670,5.416145370,0.009515535,77.549731995,0,0.280689549,0.228767872,283,267,16,0.169157203,74,0,0,0,0,0,1315,75,177456,345916,97356,0,0,1257561
709,1624181163.960053444,1624181164.060006618,714,713,0,0.144192839,0.206861399,1,0,0,0,1,14.812037914,71.649886172,-31.780340287,-0.081099311,0.037404840,-0.047455420,0.994872737,1702,773,0.454171563,0.061435708,0.041607990,0.028013557,0.650231422,81.515171103,1531,0.822103562,359.535304278,414.150309306,484.954939548,0.285653679,0.234836907,0,0,0,1.000000000,1,0,0,0.000002353,0.000003626,0.000006850,-0.024092711,-0.322837526,-0.946147701,0.000000003,0.000000003,0.000000010,0.454046745,0.888940284,-0.060222303,0.000000000,0.719372315,0.160752971,5.477072513,0.009199274,78.207178438,0,0.281355396,0.229396622,287,267,20,0.168625147,61,0,0,0,0,0,1354,61,177590,346203,97417,0,0,1258915
710,1624181164.060050964,1624181164.159971714,715,714,0,0.169284181,0.214037500,1,0,0,0,1,14.753812926,71.309721690,-31.769434403,-0.075815550,0.034126109,-0.046888295,0.995434025,1680,723,0.430357143,0.060778039,0.036524215,0.025819796,0.570273908,72.929340341,1536,0.811777557,322.524243823,435.228536889,489.137546767,0.258662881,0.209976721,0,0,0,1.000000000,1,0,0,0.000002496,0.000003825,0.000006722,-0.002381825,-0.316585679,-0.948560928,0.000000003,0.000000004,0.000000010,0.443621538,0.894598805,-0.053785774,0.000000000,0.711098021,0.162560530,5.558142492,0.010524024,78.157094052,0,0.280601608,0.228715376,302,286,16,0.179761905,72,0,0,0,0,0,1305,73,177712,346505,97489,0,0,1260220
711,1624181164.160048485,1624181164.260053396,716,715,0,0.196311081,0.263281251,1,0,0,0,1,14.694819759,70.962786971,-31.751397226,-0.068313825,0.032662211,-0.047265283,0.996008230,1627,776,0.476951444,0.060332583,0.037767129,0.027197370,0.624883245,73.015997476,1460,0.819938900,335.664671983,406.891479828,454.554642461,0.280395661,0.229907310,0,0,0,1.000000000,1,0,0,0.000002421,0.000003631,0.000006326,0.000733463,-0.326609744,-0.945159001,0.000000003,0.000000004,0.000000009,0.463408677,0.885818158,-0.024053857,0.000000000,0.709797144,0.159501258,5.648800428,0.009849366,77.879169925,0,0.281052599,0.229224704,296,279,17,0.181929932,76,0,0,0,0,0,1253,78,177840,346801,97565,0,0,1261473
712,1624181164.260046244,1624181164.360032320,717,716,0,0.173160730,0.268352379,1,0,0,0,1,14.647279718,70.607842453,-31.761742794,-0.060949466,0.031643922,-0.047172307,0.996523255,1644,744,0.452554745,0.066659582,0.045990124,0.029369818,0.593999907,70.638480402,1471,0.817097834,331.482071436,418.750454489,451.718387886,0.275786696,0.225344712,0,0,0,1.000000000,1,0,0,0.000002474,0.000003665,0.000005932,-0.009246345,-0.329933789,-0.943958791,0.000000003,0.000000004,0.000000009,0.414453421,0.907888758,-0.062979082,0.000000000,0.701998175,0.158450180,5.754245835,0.009940023,77.347476984,0,0.280386402,0.228784327,285,272,13,0.173357664,78,0,0,0,0,0,1279,80,177946,347086,97643,0,0,1262752
713,1624181164.360043764,1624181164.460065126,718,717,0,0.144468195,0.234912866,1,0,0,0,1,14.604720448,70.245578419,-31.761950868,-0.051518434,0.032932102,-0.047679308,0.996989474,1578,702,0.444866920,0.069657407,0.046494685,0.029838448,0.527107588,72.316417771,1410,0.820323823,306.451826609,392.306419970,457.898343679,0.264946250,0.217341721,0,0,0,1.000000000,1,0,0,0.000002626,0.000003862,0.000006196,0.040646281,-0.324734582,-0.944931390,0.000000003,0.000000004,0.000000009,0.395540092,0.909622110,-0.127026190,0.000000000,0.691089088,0.154073637,5.862830870,0.010180413,76.904926519,0,0.279538230,0.228190374,294,276,18,0.186311787,67,0,0,0,0,0,1216,68,178064,347380,97710,0,0,1263968
714,1624181164.460041285,1624181164.559999228,719,718,0,0.108548546,0.218425751,1,0,0,0,1,14.554565334,69.882690865,-31.754709139,-0.047735525,0.034596019,-0.047847069,0.997113380,1582,726,0.458912769,0.064228142,0.040153162,0.026994827,0.664896461,76.648139634,1438,0.820342503,335.770213610,396.165262090,447.717043623,0.284634846,0.233498062,0,0,0,1.000000000,1,0,0,0.000002608,0.000003862,0.000006302,0.028239407,-0.303282988,-0.952482002,0.000000003,0.000000005,0.000000010,0.435413466,0.899975450,-0.021431383,0.000000000,0.686897075,0.151004417,5.976422226,0.010454964,77.118385629,0,0.279733860,0.228442144,282,266,16,0.178255373,71,0,0,0,0,0,1229,71,178183,347662,97781,0,0,1265197
715,1624181164.560038805,1624181164.660034657,720,719,0,0.119497150,0.178166502,1,0,0,0,1,14.501498077,69.527017038,-31.719836999,-0.041917835,0.036435314,-0.048172766,0.997293712,1558,686,0.440308087,0.065631395,0.043618530,0.025880478,0.633202776,66.565087680,1400,0.818666096,323.898006252,387.482802016,434.751726749,0.282600830,0.231355719,0,0,0,1.000000000,1,0,0,0.000002677,0.000003948,0.000006207,0.020624591,-0.279406160,-0.959951470,0.000000004,0.000000005,0.000000009,0.341338832,0.939869062,0.011573571,0.000000000,0.682477446,0.150181733,6.092047077,0.010564305,77.188933721,0,0.280420395,0.229141188,317,304,13,0.203465982,57,0,0,0,0,0,1183,58,178300,347979,97838,0,0,1266380
716,1624181164.660036325,1624181164.760007620,721,720,0,0.153577491,0.274307489,1,0,0,0,1,14.436613053,69.153876372,-31.697692716,-0.037876002,0.037251098,-0.048389209,0.997414783,1506,671,0.445551129,0.061500616,0.038439338,0.025061824,0.627224801,62.009934434,1369,0.813340868,323.067666456,366.103837349,424.292145171,0.290146577,0.235988069,0,0,0,1.000000000,1,0,0,0.000002736,0.000003962,0.000005727,0.036666811,-0.294888870,-0.954827785,0.000000004,0.000000005,0.000000008,0.418215370,0.906606848,-0.056213231,0.000000000,0.674972165,0.148582015,6.220547820,0.009739678,76.690605848,0,0.280355235,0.229104788,260,238,22,0.172642762,53,0,0,0,0,0,1192,54,178428,348239,97891,0,0,1267572
717,1624181164.760034084,1624181164.859987259,722,721,0,0.138949296,0.216392584,1,0,0,0,1,14.382627024,68.773428856,-31.684869758,-0.030719141,0.038386780,-0.048417706,0.997616417,1520,699,0.459868421,0.064801203,0.042279905,0.030943385,0.680948497,72.746409782,1367,0.818954729,330.956979676,374.436420011,414.117715175,0.295626346,0.242104594,0,0,0,1.000000000,1,0,0,0.000002690,0.000003950,0.000006107,0.033448046,-0.276516642,-0.960426871,0.000000004,0.000000005,0.000000009,0.296129652,0.953382594,-0.058041870,0.000000000,0.666802567,0.148725759,6.363341332,0.009916378,77.199863579,0,0.280916375,0.229600687,276,260,16,0.181578947,64,0,0,0,0,0,1178,66,178561,348515,97955,0,0,1268750
718,1624181164.860031605,1624181164.959918976,723,722,0,0.113076118,0.185565679,1,0,0,0,1,14.323355468,68.413226076,-31.662971655,-0.024444959,0.035149956,-0.048703145,0.997895249,1582,722,0.456384324,0.061502815,0.040649081,0.026478012,0.606019794,67.173310761,1440,0.821646047,335.245079941,402.433208859,445.492018549,0.283344737,0.232809083,0,0,0,1.000000000,1,0,0,0.000002710,0.000003858,0.000005904,0.106371481,-0.217883407,-0.970160775,0.000000004,0.000000006,0.000000009,0.414114771,0.909453051,-0.037471373,0.000000000,0.662751011,0.150706084,6.471900514,0.009919228,76.941705448,0,0.280900766,0.229611631,308,292,16,0.194690265,57,0,0,0,0,0,1213,61,178695,348823,98012,0,0,1269963
719,1624181164.960029125,1624181165.059866667,724,723,0,0.132700417,0.193662705,1,0,0,0,1,14.277373529,68.056888065,-31.626549527,-0.021428932,0.033395559,-0.048443815,0.998037441,1562,688,0.440460948,0.059965699,0.038164657,0.026131677,0.715107661,61.188247696,1421,0.813898130,324.061776181,394.325740640,438.161725653,0.280197128,0.228051918,0,0,0,1.000000000,1,0,0,0.000002686,0.000003850,0.000005813,0.123681661,-0.172874362,-0.977147533,0.000000004,0.000000008,0.000000010,0.475504376,-0.873989493,0.100189591,0.000000000,0.661368767,0.152341570,6.579346003,0.009692689,76.096820541,0,0.280874210,0.229591346,273,258,15,0.174775928,66,0,0,0,0,0,1222,67,178803,349096,98078,0,0,1271185
720,1624181165.060026646,1624181165.159867525,725,724,0,0.063431395,0.109528091,1,0,0,0,1,14.225185164,67.693883212,-31.636081382,-0.017795711,0.030990651,-0.048858246,0.998166201,1560,691,0.442948718,0.073664358,0.048500201,0.032518390,0.665606486,66.599461389,1392,0.816634747,332.390720178,376.766500279,427.598347494,0.292402984,0.238786437,0,0,0,1.000000000,1,0,0,0.000002663,0.000003803,0.000005875,0.116506499,-0.197685054,-0.973317448,0.000000004,0.000000008,0.000000009,-0.222851264,-0.974017102,0.040348479,0.000000000,0.654552111,0.149318222,6.691757727,0.009858953,75.540394163,0,0.280862897,0.229645977,268,252,16,0.171794872,77,0,0,0,0,0,1214,78,178919,349364,98155,0,0,1272399
721,1624181165.160024166,1624181165.259877443,726,725,0,0.047147452,0.113260648,1,0,0,0,1,14.178824188,67.342505967,-31.612888043,-0.015980109,0.030669854,-0.048896539,0.998204951,1562,718,0.459667093,0.065249766,0.047010241,0.029260913,0.717800825,68.696419109,1409,0.823513974,336.536162415,366.737766550,457.057260352,0.290034574,0.238847525,0,0,0,1.000000000,1,0,0,0.000002486,0.000003666,0.000006005,0.130811033,-0.170305779,-0.976670065,0.000000003,0.000000007,0.000000010,-0.162455577,-0.986713686,0.002070626,0.000000000,0.650943225,0.148085185,6.786591936,0.009379370,74.877176498,0,0.280922935,0.229906697,233,217,16,0.149167734,60,0,0,0,0,0,1267,62,179005,349597,98215,0,0,1273666
722,1624181165.260021925,1624181165.359846354,727,726,0,0.056241655,0.101747099,1,0,0,0,1,14.137698197,66.993426516,-31.604853370,-0.017496527,0.029836105,-0.049129647,0.998193346,1619,732,0.452130945,0.059431860,0.037330886,0.024444315,0.663951515,64.107623056,1458,0.816000669,350.833538202,391.711310002,447.184127609,0.294885260,0.240626569,0,0,0,1.000000000,1,0,0,0.000002480,0.000003536,0.000005739,0.088529107,-0.195271924,-0.976745347,0.000000003,0.000000006,0.000000009,0.085535674,0.995147658,-0.048629073,0.000000000,0.643265657,0.150632718,6.595023223,0.009458015,74.132481616,0,0.281270711,0.230186960,262,241,21,0.161828289,42,0,0,0,0,0,1312,45,179105,349859,98257,0,0,1274978
723,1624181165.360019445,1624181165.459918022,727,727,0,0.130471224,0.191782759,1,0,0,0,1,14.096381957,66.648487273,-31.602499106,-0.018984766,0.031509678,-0.048938014,0.998124135,1627,726,0.446220037,0.063402521,0.040161708,0.026429390,0.601938785,63.816552851,1462,0.816247814,336.033200013,386.663713907,470.657390428,0.281587119,0.229844870,0,0,0,1.000000000,1,0,0,0.000002503,0.000003591,0.000005325,0.112486622,-0.207158903,-0.971818887,0.000000003,0.000000007,0.000000009,-0.159737380,-0.984774335,0.068581909,0.000000000,0.637660991,0.150811799,6.647684117,0.008311788,73.330624673,0,0.281090370,0.229958051,270,254,16,0.165949600,62,0,0,0,0,0,1294,63,179207,350129,98319,0,0,1276272
724,1624181165.460016966,1624181165.559968948,729,728,0,0.171297593,0.230694463,1,0,0,0,1,14.056134218,66.300349504,-31.557934143,-0.020489174,0.033976333,-0.048189501,0.998049886,1586,729,0.459646910,0.065089707,0.045938418,0.028219811,0.609329379,63.914595404,1425,0.819863377,335.256517628,377.802322526,455.246472427,0.286959679,0.235267732,0,0,0,1.000000000,1,0,0,0.000002492,0.000003531,0.000005480,0.125006467,-0.278571720,-0.952245336,0.000000004,0.000000007,0.000000010,0.160817700,-0.974449616,0.156798001,0.000000000,0.637599677,0.150853384,6.700421713,0.009410013,72.494880065,0,0.281936771,0.230795763,254,237,17,0.160151324,59,0,0,0,0,0,1271,61,179295,350383,98378,0,0,1277543
725,1624181165.560014486,1624181165.660061598,730,729,0,0.119206979,0.187392926,1,0,0,0,1,14.013266980,65.954203456,-31.542905659,-0.022601305,0.039677517,-0.047695386,0.997817632,1600,709,0.443125000,0.057619156,0.035778644,0.025096854,0.782306683,63.181859802,1442,0.809193300,336.354727137,370.811939794,459.690072106,0.288257089,0.233255705,0,0,0,1.000000000,1,0,0,0.000002424,0.000003484,0.000005603,0.093108389,-0.208926658,-0.973488818,0.000000004,0.000000008,0.000000010,-0.048853984,0.998805922,-0.000138850,0.000000000,0.644737481,0.148288785,6.729056246,0.009768557,71.208051077,0,0.282959424,0.231411401,279,260,19,0.174375000,54,0,0,0,0,0,1266,55,179418,350662,98432,0,0,1278809
726,1624181165.660012007,1624181165.760040045,731,730,0,0.074071518,0.128387412,1,0,0,0,1,13.971686056,65.615093943,-31.533629985,-0.020157801,0.045721488,-0.048058165,0.997593916,1551,690,0.444874275,0.064761766,0.045235492,0.027664935,0.731082912,76.157256899,1402,0.811940106,335.557754688,354.011668450,448.770605894,0.294778138,0.239342193,0,0,0,1.000000000,1,0,0,0.000002398,0.000003385,0.000005957,0.099154037,-0.200284672,-0.974707406,0.000000003,0.000000008,0.000000009,0.030563246,-0.996094227,0.082838266,0.000000000,0.648119525,0.073617338,6.749884219,0.010340183,70.890724123,0,0.283356615,0.231674537,270,253,17,0.174081238,64,0,0,0,0,0,1217,64,179542,350932,98496,0,0,1280026
727,1624181165.760009527,1624181165.860067368,732,731,0,0.062821915,0.126062957,1,0,0,0,1,13.927661601,65.287108176,-31.501624709,-0.021297159,0.049097668,-0.047414001,0.997440606,1582,687,0.434260430,0.062694057,0.039599619,0.025562604,0.647131302,64.736306074,1427,0.811415165,339.037680521,355.701887797,463.149871601,0.292806609,0.237587723,0,0,0,1.000000000,1,0,0,0.000002425,0.000003536,0.000005721,0.042753895,-0.286594403,-0.957097567,0.000000003,0.000000007,0.000000008,-0.035933103,-0.976670035,0.211717867,0.000000000,0.648069292,0.061111521,6.765930968,0.011201599,69.579534760,0,0.284191943,0.232166372,272,250,22,0.171934260,57,0,0,0,0,0,1252,58,179660,351204,98553,0,0,1281278
728,1624181165.860007286,1624181165.959950686,733,732,0,0.053881830,0.100233902,1,0,0,0,1,13.878979338,64.950555055,-31.484336394,-0.020900990,0.052122801,-0.047514850,0.997290680,1628,690,0.423832924,0.065141816,0.035638190,0.024938425,0.689331193,67.435464644,1460,0.802611669,351.038938095,360.525126697,460.248971554,0.299569067,0.240437629,0,0,0,1.000000000,1,0,0,0.000002501,0.000003526,0.000005570,-0.021924646,-0.300452268,-0.953544831,0.000000003,0.000000007,0.000000008,-0.159219129,0.983906404,-0.081101523,0.000000000,0.650118757,0.056752391,6.777256264,0.010983771,68.769603815,0,0.285163808,0.232760560,310,297,13,0.190417690,54,0,0,0,0,0,1262,56,179780,351514,98607,0,0,1282540
729,1624181165.960004807,1624181166.059847832,734,733,0,0.114886522,0.175062833,1,0,0,0,1,13.834380491,64.618178082,-31.482388864,-0.018559621,0.053340768,-0.047396929,0.997278213,1568,700,0.446428571,0.067059977,0.041329281,0.026842967,0.628984602,61.624639630,1425,0.804831687,337.684914641,358.681707797,450.518531519,0.294436556,0.236971870,0,0,0,1.000000000,1,0,0,0.000002475,0.000003557,0.000004986,0.048441953,-0.277291352,-0.959563903,0.000000003,0.000000005,0.000000007,-0.030268361,0.991930697,-0.123115066,0.000000000,0.649056416,0.057023414,6.767333827,0.009376374,67.775077242,0,0.285602951,0.232867308,255,247,8,0.162627551,63,0,0,0,0,0,1250,63,179867,351769,98670,0,0,1283790
730,1624181166.060002327,1624181166.159942865,735,734,0,0.131008330,0.203173569,1,0,0,0,1,13.774187197,64.287366652,-31.497875218,-0.016716555,0.053460652,-0.046630156,0.997340536,1577,699,0.443246671,0.068195496,0.042474172,0.028187061,0.754442001,72.499259418,1428,0.808047273,346.536054363,359.467049706,447.888402049,0.300319443,0.242672307,0,0,0,1.000000000,1,0,0,0.000002432,0.000003421,0.000005478,0.066715836,-0.250295893,-0.965867984,0.000000003,0.000000008,0.000000008,0.916767724,0.399251734,-0.011618627,0.000000000,0.658264821,0.057233833,6.751556835,0.011025342,67.753573196,0,0.287685780,0.234502087,263,238,25,0.166772353,55,0,0,0,0,0,1257,57,179979,352032,98725,0,0,1285047
731,1624181166.159999847,1624181166.259928703,736,735,0,0.188029317,0.239294750,1,0,0,0,1,13.725627660,63.960222214,-31.483668473,-0.012576016,0.058530449,-0.046814266,0.997108046,1607,660,0.410703174,0.062486952,0.039514081,0.028257436,0.654877010,70.328835236,1474,0.799674382,309.254080842,383.756861986,485.709096936,0.262364319,0.209806025,0,0,0,1.000000000,1,0,0,0.000002321,0.000003307,0.000005511,0.033936848,-0.216061691,-0.975789750,0.000000003,0.000000007,0.000000009,-0.343380032,0.934434622,-0.094456817,0.000000000,0.659764509,0.055771700,6.724327139,0.010413862,67.619215084,0,0.286784212,0.233497023,290,274,16,0.180460485,57,0,0,0,0,0,1258,59,180085,352322,98782,0,0,1286305
