frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_triggered,transition_guard_turn_residual_triggered,transition_guard_map_active,transition_guard_map_hold_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
304,1624181120.361114502,1624181120.460878849,309,308,0,0.058984079,0.096572719,1,0,0,0,1,0.001370288,3.341770099,-13.042631830,0.046979959,0.040141956,0.002529315,0.998085722,3734,2337,0.625870380,0.055839479,0.032258067,0.022643042,0.280678433,73.774754634,3138,0.875823564,623.310002072,879.480419730,1245.543921142,0.226795551,0.198632888,0,0,0,0,1,0.011534963,0.004110277,0.118207343,0.030000000,0.804218568,0.055839479,0.000000687,0.000001138,0.000004661,0.106177722,-0.072380261,0.991709327,0.000000001,0.000000002,0.000000004,0.484094181,0.874198143,0.037821047,0.000000000,0.426950313,0.045374032,4.467812483,0.006320518,69.040192677,0,0.277154046,0.244634692,1009,943,66,0.270219604,216,0,0,0,0,0,2509,216,69714,136184,40467,0,0,668684
305,1624181120.461112022,1624181120.560929060,310,309,0,0.061441718,0.118367638,1,0,0,0,1,0.003717068,3.606141113,-13.211245475,0.043976796,0.038655203,0.002173619,0.998282070,3663,2322,0.633906634,0.062324170,0.036110113,0.025609485,0.291067522,67.510864451,3117,0.877879786,639.281650621,866.017660802,1231.051981104,0.233625577,0.205095172,0,0,0,0,1,0.019333612,0.002396179,0.107192469,0.030000000,0.832734307,0.062324170,0.000000700,0.000001196,0.000004228,0.099150396,-0.077721788,0.992032521,0.000000001,0.000000002,0.000000004,0.378082906,0.924090409,0.055769450,0.000000000,0.415190059,0.046135525,4.587806939,0.007280046,69.388870451,0,0.273816289,0.241601138,995,937,58,0.271635272,259,0,0,0,0,0,2409,259,70250,137179,40726,0,0,671093
306,1624181120.561109543,1624181120.661010027,311,310,0,0.051763205,0.079808941,1,0,0,0,1,0.006800564,3.886020758,-13.365880734,0.042021297,0.038651425,0.002443172,0.998365819,3669,2288,0.623603162,0.061190159,0.034059532,0.023936596,0.299716038,68.239094092,3083,0.874040939,610.647643023,840.669254906,1243.351317107,0.226613295,0.198069297,0,0,0,0,1,0.010471746,0.000721108,0.104527308,0.030000000,0.804207615,0.061190159,0.000000700,0.000001238,0.000003914,0.102877563,-0.058618848,0.992965275,0.000000001,0.000000002,0.000000004,0.249258103,0.968435737,-0.001618967,0.000000000,0.404877953,0.043556024,4.706804796,0.007410800,69.802615920,0,0.269812581,0.237980278,1026,959,67,0.279640229,243,0,0,0,0,0,2399,244,70806,138205,40969,0,0,673492
307,1624181120.661107302,1624181120.761052847,312,311,0,0.040629732,0.075174339,1,0,0,0,1,0.010283199,4.164344279,-13.541467329,0.040496014,0.037934239,0.002627134,0.998455890,3637,2287,0.628814957,0.061868936,0.034165954,0.024523472,0.263751513,66.096155811,3054,0.877374309,584.322157601,862.153370007,1233.025611862,0.218071248,0.191330111,0,0,0,0,1,0.019791430,0.003937384,0.100000000,0.030000000,0.776844943,0.061868936,0.000000693,0.000001194,0.000003928,0.111348183,-0.061674347,0.991865846,0.000000001,0.000000002,0.000000004,0.267860123,0.963450464,0.003762708,0.000000000,0.392490344,0.043558532,4.898553911,0.007551319,69.779724931,0,0.265543817,0.234096345,1060,991,69,0.291448996,236,0,0,0,0,0,2341,236,71357,139265,41205,0,0,675833
308,1624181120.761104822,1624181120.861135483,313,312,0,0.054347163,0.083149878,1,0,0,0,1,0.015201743,4.438415344,-13.749223673,0.039103939,0.038952868,0.003320206,0.998470096,3606,2267,0.628674432,0.061645702,0.038151784,0.026765102,0.256999214,67.137613427,3100,0.882885909,572.121049668,884.209275233,1280.615991603,0.209036270,0.184555177,0,0,0,0,1,0.040641709,0.002185669,0.100000000,0.030000000,0.747426751,0.061645702,0.000000698,0.000001191,0.000003951,0.106384006,-0.071358833,0.991761242,0.000000001,0.000000002,0.000000004,0.280927592,0.959256966,0.030095869,0.000000000,0.380078635,0.045786582,5.066275783,0.008497790,69.706633553,0,0.261273734,0.230225432,1033,969,64,0.286466999,235,0,0,0,0,0,2338,235,71911,140298,41440,0,0,678171
309,1624181120.861102343,1624181120.961045980,314,313,0,0.043710779,0.094404187,1,0,0,0,1,0.026852063,4.729448087,-13.927245461,0.038429281,0.039568190,0.003836754,0.998470244,3598,2279,0.633407449,0.058915229,0.034284385,0.024435325,0.245403740,69.095389687,3072,0.879154260,577.135218295,865.908943781,1257.717724588,0.213693484,0.187869537,0,0,0,0,1,0.018330831,0.000826296,0.100000000,0.030000000,0.762794207,0.058915229,0.000000689,0.000001199,0.000004084,0.104300314,-0.054686507,0.993041203,0.000000001,0.000000002,0.000000005,0.319818239,0.947111042,0.026400173,0.000000000,0.369810881,0.045744067,5.204910133,0.009347486,69.638848897,0,0.257497441,0.226822824,979,928,51,0.272095609,243,0,0,0,0,0,2374,245,72401,141277,41683,0,0,680545
310,1624181120.961099863,1624181121.061111927,315,314,0,0.106096656,0.165846465,1,0,0,0,1,0.035232872,5.026942213,-14.170413810,0.035194898,0.041465142,0.003959338,0.998512035,3642,2328,0.639209226,0.063161250,0.037110211,0.025884114,0.254260199,65.884062691,3071,0.881617611,592.199573894,904.318652281,1210.929458527,0.218729831,0.192836071,0,0,0,0,1,0.060137411,0.003336621,0.100000000,0.030000000,0.782086891,0.063161250,0.000000690,0.000001110,0.000004088,0.106960455,-0.062568579,0.992292615,0.000000001,0.000000002,0.000000005,0.339574407,0.940547126,0.007766952,0.000000000,0.360611068,0.048376224,5.360592383,0.009292454,69.218637640,0,0.254345922,0.224082572,1037,973,64,0.284733663,257,0,0,0,0,0,2348,257,72942,142314,41940,0,0,682893
311,1624181121.061097383,1624181121.161114216,316,315,0,0.044833028,0.075481659,1,0,0,0,1,0.055556314,5.327707069,-14.277116234,0.035115539,0.042662109,0.004210005,0.998463379,3591,2316,0.644945698,0.063842465,0.038375918,0.026361125,0.279024694,65.131710369,3030,0.878480329,578.550788130,886.382548511,1196.862058863,0.217353591,0.190940854,1,0,1,5,1,0.103972393,0.003616031,0.100000000,0.030000000,0.781599717,0.063842465,0.000000727,0.000001160,0.000004150,0.111405126,-0.039670101,0.992982971,0.000000002,0.000000002,0.000000004,0.348034475,0.937432391,0.009618521,0.000000000,0.350801369,0.050815134,5.464410279,0.009601703,69.239423211,0,0.251062897,0.221169561,966,928,38,0.269005848,267,0,0,0,0,0,2358,267,73419,143280,42207,0,0,685251
312,1624181121.161094904,1624181121.261069298,317,316,0,0.089568294,0.139021362,1,0,0,0,1,0.066833136,5.619446176,-14.452812636,0.030554572,0.043883415,0.004752435,0.998558000,3601,2285,0.634545959,0.064019641,0.038550335,0.026385267,0.247287066,68.798189377,3029,0.875900383,531.237114374,932.269901863,1189.595244867,0.200232431,0.175383663,0,0,1,4,1,0.040735038,0.004055967,0.100000000,0.030000000,0.717917712,0.064019641,0.000000714,0.000001113,0.000004488,0.102075810,-0.048719958,0.993582857,0.000000002,0.000000002,0.000000006,0.276760198,0.960935326,-0.002663094,0.000000000,0.340424685,0.051227726,5.591549910,0.009360053,69.083813671,0,0.246673706,0.217255589,1071,1007,64,0.297417384,265,0,0,0,0,0,2265,265,73950,144351,42472,0,0,687516
313,1624181121.261092663,1624181121.361019850,318,317,0,0.165343263,0.218095088,1,0,0,0,1,0.074124727,5.915712866,-14.673489089,0.027083068,0.044754080,0.005002795,0.998618321,3561,2358,0.662173547,0.065101974,0.038404424,0.027427846,0.270552644,67.993308106,3023,0.888490346,543.232590157,932.997992588,1209.675734079,0.202252993,0.179699831,0,0,1,3,1,0.069727160,0.007059329,0.100000000,0.030000000,0.731351060,0.065101974,0.000000695,0.000001058,0.000004123,0.104176863,-0.070922947,0.992026772,0.000000001,0.000000002,0.000000005,0.352927861,0.933956414,0.056279137,0.000000000,0.332880379,0.053514832,5.738543661,0.008834652,68.943547200,0,0.243090890,0.214123399,991,929,62,0.278292614,316,0,0,0,0,0,2254,316,74493,145342,42788,0,0,689770
314,1624181121.361090183,1624181121.461015463,319,318,0,0.172869988,0.195246735,1,0,0,0,1,0.089519064,6.217742318,-14.839216353,0.022801761,0.047175431,0.004839211,0.998614611,3519,2298,0.653026428,0.064607524,0.037647409,0.026503765,0.256808148,62.947715447,2962,0.884265795,533.387082161,904.583346529,1181.224856394,0.203645404,0.180076665,0,0,1,2,1,0.016895742,0.008312531,0.100000000,0.030000000,0.736386049,0.064607524,0.000000704,0.000001066,0.000003863,0.095665083,-0.060102351,0.993597453,0.000000001,0.000000002,0.000000005,0.205656568,0.978475665,0.017051353,0.000000000,0.324334668,0.052608510,5.862393326,0.009310972,68.563147042,0,0.239058156,0.210555731,1043,974,69,0.296391020,252,0,0,0,0,0,2224,252,75024,146385,43040,0,0,691994
315,1624181121.461087704,1624181121.561001301,320,319,0,0.185339403,0.235482163,1,0,0,0,1,0.103778593,6.520316546,-14.979576398,0.014671755,0.048987932,0.005097906,0.998678594,3633,2252,0.619873383,0.062502297,0.036447279,0.025730438,0.235390572,65.669075252,3057,0.876332530,556.649083857,938.305017299,1183.994443145,0.207786404,0.182089985,0,0,1,1,1,0.027285335,0.003337416,0.100000000,0.030000000,0.745369456,0.062502297,0.000000712,0.000001069,0.000004003,0.097776633,-0.043241186,0.994268540,0.000000001,0.000000002,0.000000006,0.154087662,0.987995092,-0.011076614,0.000000000,0.314127980,0.049679294,5.934097132,0.009393833,68.450725778,0,0.235173917,0.207024207,1060,983,77,0.291769887,232,0,0,0,0,0,2341,232,75596,147445,43272,0,0,694335
316,1624181121.561085224,1624181121.660914183,321,320,0,0.159912883,0.209405081,1,0,0,0,1,0.127000208,6.828738443,-15.056419394,0.006741118,0.050519982,0.005248291,0.998686509,3545,2246,0.633568406,0.067378426,0.039319498,0.028124082,0.259323975,58.360405492,3013,0.876232750,529.780505264,917.969047006,1192.339724862,0.200667648,0.175831565,0,0,1,0,1,0.072808504,0.001945714,0.100000000,0.030000000,0.719751161,0.067378426,0.000000726,0.000001085,0.000003587,0.113535385,-0.038431158,0.992790392,0.000000002,0.000000002,0.000000006,0.119054709,0.992613949,0.023313596,0.000000000,0.305050086,0.054147130,6.032723923,0.009839751,67.614821755,0,0.231267184,0.203503473,1003,942,61,0.282933709,261,0,0,0,0,0,2280,262,76088,148448,43533,0,0,696615
317,1624181121.661082745,1624181121.760714293,322,321,0,0.083950488,0.135102720,1,0,0,0,1,0.140750292,7.118336984,-15.145984146,0.000879966,0.051812253,0.005628235,0.998640596,3545,2218,0.625669958,0.062940718,0.036761936,0.025769917,0.282126130,59.990958786,2921,0.874158006,547.373337927,912.160109381,1093.882087055,0.214369080,0.187392447,0,0,0,0,1,0.021842813,0.004377901,0.100000000,0.030000000,0.767074622,0.062940718,0.000000762,0.000001094,0.000003655,0.097028637,-0.032224915,0.994759769,0.000000001,0.000000002,0.000000006,0.195972375,0.980535238,0.012061345,0.000000000,0.297783567,0.053547904,6.126343881,0.009893338,66.993013070,0,0.228430263,0.200890943,977,894,83,0.275599436,246,0,0,0,0,0,2321,247,76626,149425,43779,0,0,698936
318,1624181121.761080503,1624181121.860991478,323,322,0,0.105325792,0.144929403,1,0,0,0,1,0.149731687,7.407879714,-15.282972765,-0.005178181,0.052288536,0.005528193,0.998603292,3616,2255,0.623617257,0.064885662,0.039636221,0.027598568,0.269444237,59.873407874,3071,0.877920795,573.849735481,936.710141471,1185.534883086,0.212844795,0.186860871,0,0,0,0,1,0.045355179,0.005894677,0.100000000,0.030000000,0.774181087,0.064885662,0.000000756,0.000001065,0.000003632,0.096296223,-0.026686274,0.994994915,0.000000001,0.000000002,0.000000006,0.166950883,0.985965173,-0.000282755,0.000000000,0.290089227,0.055001485,6.160619823,0.010683135,66.529445972,0,0.225455985,0.198214584,1054,992,62,0.291482301,230,0,0,0,0,0,2332,230,77121,150479,44009,0,0,701268
319,1624181121.861078024,1624181121.960981131,324,323,0,0.135992139,0.182559236,1,0,0,0,1,0.153539705,7.687319269,-15.477196797,-0.008425685,0.054085564,0.005663089,0.998484696,3587,2221,0.619180374,0.066471295,0.038965976,0.026940427,0.242939882,60.387527446,3022,0.878835726,548.472258102,955.986455992,1151.382850548,0.206515428,0.181493136,0,0,0,0,1,0.081020281,0.004788192,0.100000000,0.030000000,0.755430561,0.066471295,0.000000765,0.000001079,0.000004031,0.095877332,-0.006932301,0.995369017,0.000000002,0.000000002,0.000000005,0.221014245,0.975061623,-0.020187492,0.000000000,0.282414946,0.057564234,6.214922338,0.010486464,66.004339225,0,0.222067165,0.195283519,998,932,66,0.278226931,265,0,0,0,0,0,2323,266,77639,151477,44274,0,0,703591
320,1624181121.961075544,1624181122.061107874,325,324,0,0.125867134,0.161609315,1,0,0,0,1,0.166204724,7.964706316,-15.660906902,-0.012468871,0.057104301,0.005818248,0.998273396,3477,2215,0.637043428,0.063663978,0.037710663,0.026308394,0.289354888,56.385001851,2983,0.879603621,553.822738926,916.664200098,1153.370663595,0.211071949,0.185659651,0,0,0,0,1,0.028956499,0.002409120,0.100000000,0.030000000,0.773972922,0.063663978,0.000000777,0.000001083,0.000003848,0.099837091,-0.005902582,0.994986289,0.000000002,0.000000002,0.000000005,0.167399037,0.985141703,-0.038384719,0.000000000,0.277724595,0.054073948,6.242853902,0.010304055,65.566075322,0,0.219306881,0.192892888,1018,955,63,0.292781133,231,0,0,0,0,0,2228,231,78137,152495,44505,0,0,705819
321,1624181122.061073065,1624181122.161152363,326,325,0,0.073201716,0.123029871,1,0,0,0,1,0.175701776,8.254139336,-15.787031446,-0.016831386,0.060146510,0.005847084,0.998030517,3483,2137,0.613551536,0.064301598,0.037405076,0.025812598,0.276221787,58.794704098,2929,0.879281119,552.595470262,884.361271779,1138.457656885,0.214565652,0.188663527,0,0,0,0,1,0.045498244,0.004280631,0.100000000,0.030000000,0.795455131,0.064301598,0.000000834,0.000001214,0.000004154,0.103492809,0.008664977,0.994592458,0.000000002,0.000000002,0.000000007,0.064911507,0.997793361,-0.013960804,0.000000000,0.272338860,0.048832212,6.257950219,0.010644168,65.125264132,0,0.216751916,0.190590533,982,903,79,0.281940856,236,0,0,0,0,0,2265,236,78643,153477,44741,0,0,708084
322,1624181122.161070585,1624181122.261068106,327,326,0,0.031818855,0.059060005,1,0,0,0,1,0.184593984,8.533543522,-15.857344333,-0.020374884,0.061168559,0.005975326,0.997901582,3524,2127,0.603575482,0.064792346,0.040927355,0.026831293,0.298156160,58.980758248,2982,0.873084047,598.035263028,865.784748683,1139.716616459,0.229701114,0.200548378,0,0,0,0,1,0.070726551,0.006220819,0.110927500,0.030000000,0.856709551,0.064792346,0.000000812,0.000001186,0.000003931,0.084647500,0.018145277,0.996245728,0.000000002,0.000000002,0.000000006,0.070606845,0.996253913,-0.049928082,0.000000000,0.270778746,0.043992164,6.267811005,0.009487257,64.615227413,0,0.215681246,0.189521488,990,922,68,0.280930760,242,0,0,0,0,0,2292,242,79136,154467,44983,0,0,710376
323,1624181122.261068344,1624181122.361008883,328,327,0,0.032360883,0.054582772,1,0,0,0,1,0.173548151,8.789821331,-15.982631770,-0.021846127,0.060907616,0.006279661,0.997884550,3436,2090,0.608265425,0.061394653,0.036790175,0.024734275,0.287929611,57.565639833,2903,0.873258274,580.358804716,859.988216061,1094.721747597,0.228932174,0.199916915,0,0,0,0,1,0.028848852,0.002807312,0.110927500,0.030000000,0.877980829,0.061394653,0.000000825,0.000001153,0.000003685,0.104072388,0.005081780,0.994556742,0.000000002,0.000000002,0.000000006,0.138072529,0.990129536,-0.024072370,0.000000000,0.269321823,0.039892804,6.246249646,0.009536915,63.930816849,0,0.214825196,0.188647287,893,847,46,0.259895227,204,0,0,0,0,0,2339,204,79585,155360,45187,0,0,712715
324,1624181122.361065865,1624181122.460812092,329,328,0,0.039024279,0.075611095,1,0,0,0,1,0.165996290,9.042761813,-16.086778096,-0.021308916,0.060060458,0.006294958,0.997947416,3375,2080,0.616296296,0.063125428,0.038559631,0.025903429,0.325086510,59.246620703,2871,0.876281538,577.740683275,869.348708296,1068.714903698,0.229644525,0.201233258,0,0,0,0,1,0.011636532,0.001455957,0.128687941,0.030000000,0.916091139,0.063125428,0.000000833,0.000001154,0.000003627,0.115306774,0.020955774,0.993108858,0.000000002,0.000000002,0.000000005,0.059191775,0.996661274,-0.056237345,0.000000000,0.271542227,0.029917347,6.206322967,0.008582363,63.204410152,0,0.214967645,0.188777306,842,802,40,0.249481481,216,0,0,0,0,0,2314,219,80000,156202,45403,0,0,715029
325,1624181122.461063385,1624181122.560830593,330,329,0,0.032625313,0.095743499,1,0,0,0,1,0.163203359,9.282536827,-16.225724420,-0.020889393,0.058896634,0.006293871,0.998025654,3402,2120,0.623162845,0.060663563,0.037757756,0.026148528,0.316586102,57.793825820,2888,0.879757916,580.483012866,854.423895634,1105.833952694,0.228469980,0.200998273,0,0,0,0,1,0.032605456,0.003129414,0.107721028,0.030000000,0.951479872,0.060663563,0.000000832,0.000001169,0.000003777,0.118731662,0.010657760,0.992869178,0.000000002,0.000000002,0.000000004,0.112196300,0.990889962,-0.074492107,0.000000000,0.272818156,0.031223258,6.163689725,0.008289819,62.718558221,0,0.214709865,0.188572461,938,880,58,0.275720165,200,0,0,0,0,0,2264,200,80470,157140,45603,0,0,717293
326,1624181122.561060905,1624181122.660940647,331,330,0,0.038661006,0.077241484,1,0,0,0,1,0.153957568,9.519929005,-16.379788749,-0.019069912,0.059630077,0.006578231,0.998016693,3358,2105,0.626861227,0.061891701,0.038647105,0.025547395,0.298813678,55.054031031,2855,0.877786158,556.178567168,889.058664977,1060.842248059,0.221931735,0.194808605,0,0,0,0,1,0.027654763,0.002953810,0.128687941,0.030000000,0.957992446,0.061891701,0.000000850,0.000001135,0.000003733,0.127483861,0.030248949,0.991379275,0.000000002,0.000000002,0.000000005,0.235575818,0.969796129,-0.063241617,0.000000000,0.272773038,0.030697746,6.117744080,0.008859422,62.059305067,0,0.214475787,0.188409426,899,850,49,0.267718880,215,0,0,0,0,0,2243,216,80902,158039,45818,0,0,719536
327,1624181122.661058426,1624181122.761010885,332,331,0,0.065329020,0.122196118,1,0,0,0,1,0.139173374,9.746108215,-16.496030168,-0.017717678,0.058832342,0.006129896,0.998091811,3374,2078,0.615886189,0.061015383,0.038983044,0.027496866,0.288618250,54.836926943,2860,0.875521333,558.900974642,855.319484333,1089.770554714,0.223204066,0.195419921,0,0,0,0,1,0.025705433,0.002760912,0.126244280,0.030000000,0.971678778,0.061015383,0.000000821,0.000001161,0.000003711,0.118893589,0.021262413,0.992679316,0.000000002,0.000000002,0.000000005,0.209764774,0.976366193,-0.052036490,0.000000000,0.274016375,0.031368363,6.028524328,0.008207366,61.496343624,0,0.214732428,0.188613917,844,799,45,0.250148192,207,0,0,0,0,0,2323,207,81310,158883,46025,0,0,721859
328,1624181122.761056185,1624181122.860946417,333,332,0,0.106615402,0.148993072,1,0,0,0,1,0.120678261,9.969964221,-16.640479676,-0.015345480,0.057113395,0.005979615,0.998231847,3350,2088,0.623283582,0.063632358,0.041511769,0.028186304,0.288262682,55.170838243,2847,0.873644184,535.458964559,858.188995585,1093.617033040,0.215280224,0.188078316,0,0,0,0,1,0.021413040,0.005715226,0.115351704,0.030000000,0.936769439,0.063632358,0.000000808,0.000001154,0.000003795,0.108907013,0.004057218,0.994043662,0.000000002,0.000000002,0.000000005,0.208002262,0.977920645,-0.020156174,0.000000000,0.275579548,0.030740781,5.954219643,0.007206604,60.898004865,0,0.215044625,0.188790073,830,792,38,0.247761194,199,0,0,0,0,0,2320,200,81707,159713,46224,0,0,724179
329,1624181122.861053705,1624181122.960911036,334,333,0,0.126201067,0.180870354,1,0,0,0,1,0.100931058,10.196350421,-16.745994461,-0.011713238,0.054071581,0.005448924,0.998453491,3373,2049,0.607471094,0.063901761,0.039796073,0.025895791,0.226646466,61.513351592,2863,0.875501826,482.757109836,931.063706426,1092.740912362,0.192597335,0.168619319,0,0,0,0,1,0.030700335,0.003420589,0.114730219,0.030000000,0.842117016,0.063901761,0.000000823,0.000001110,0.000004147,0.117185513,0.010664439,0.993052781,0.000000002,0.000000002,0.000000007,0.184648348,0.982733843,-0.011797529,0.000000000,0.274641684,0.025987894,5.820444538,0.007661534,60.518902960,0,0.213989818,0.187827563,838,782,56,0.248443522,201,0,0,0,0,0,2334,201,82148,160551,46425,0,0,726513
330,1624181122.961051226,1624181123.060995102,335,334,0,0.083442873,0.173817422,1,0,0,0,1,0.075149628,10.407451851,-16.909339005,-0.008497730,0.050201981,0.005168821,0.998689558,3217,1963,0.610195835,0.062000831,0.040399779,0.027184208,0.236118996,57.093654869,2770,0.874252645,472.184702618,845.635085001,1103.860038740,0.194982300,0.170463792,0,0,0,0,1,0.046195593,0.002671593,0.113636474,0.030000000,0.855420278,0.062000831,0.000000856,0.000001214,0.000004269,0.119095178,0.007126690,0.992857265,0.000000002,0.000000002,0.000000009,0.149049797,0.988322295,-0.031673334,0.000000000,0.273734624,0.026586703,5.768826853,0.007231595,60.079382569,0,0.212802441,0.186708949,857,812,45,0.266397265,183,0,0,0,0,0,2177,183,82552,161408,46608,0,0,728690
331,1624181123.061048746,1624181123.160914183,336,335,0,0.123951070,0.219274928,1,0,0,0,1,0.054479827,10.604182665,-17.042851933,-0.002108338,0.046464461,0.004865658,0.998905869,3266,2012,0.616044091,0.063742304,0.039581331,0.026799631,0.224850735,58.924508170,2727,0.865362241,416.436234419,907.669119655,1035.737476334,0.176467784,0.152708557,0,0,0,0,1,0.012698336,0.004607678,0.113708961,0.030000000,0.769890173,0.063742304,0.000000878,0.000001164,0.000004477,0.115664642,-0.011287481,0.993224186,0.000000002,0.000000002,0.000000008,0.198997651,0.979729404,-0.023026699,0.000000000,0.271025926,0.026580032,5.666734936,0.006503708,59.769022459,0,0.210758151,0.184797334,835,771,64,0.255664421,193,0,0,0,0,0,2237,194,82993,162243,46801,0,0,730927
