frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,stage2_map_policy,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_map_pause_enable,transition_guard_measurement_weight_enable,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,window_geometry_weak_ratio,relative_persistent_enable,relative_baseline_ready,relative_persistent_candidate,relative_f0_baseline,relative_lambda0_baseline,relative_f0_ratio,relative_lambda0_ratio,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,persistent_voxel_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_persistent_voxel_quota_rejected,total_voxel_rejected
216,1624181112.261311531,1624181112.361318588,221,220,0,0.118426246,0.192279981,1,1,0,0,0,1,0.045240274,0.121718367,-0.625549478,0.010078537,0.046617849,-0.000111306,0.998861946,2947,1762,0.597896166,0.077185103,0.035801663,0.025752684,0.398362526,43.406836280,2124,0.889966523,370.552085113,573.680349039,946.056460676,0.196029340,0.174459550,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000886,0.000001180,0.000002014,0.110322999,0.993839254,0.010600598,0.000000002,0.000000004,0.000000005,-0.060436337,-0.472498715,0.879256739,0.000000000,0.197227887,0.663295002,0.836027864,0.012208541,89.773148601,0,0.118179694,0.109966431,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1025,873,152,0.347811334,257,0,0,0,0,0,0,1664,258,15941,38562,13066,0,0,0,456977
217,1624181112.361309290,1624181112.461316586,222,221,0,0.206602725,0.258170552,1,1,0,0,0,1,0.066963573,0.169848900,-0.750592106,0.004093877,0.046369377,-0.000574767,0.998915808,3071,1779,0.579290134,0.085730198,0.040335612,0.029122061,0.426326472,39.252932415,2214,0.890808672,412.929097762,620.153437372,939.167864829,0.209369509,0.186508174,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000887,0.000001130,0.000002009,0.132316219,0.990785165,0.028933969,0.000000002,0.000000004,0.000000005,-0.088599988,-0.562398900,0.822105540,0.000000000,0.213142704,0.618636969,0.966525387,0.013650980,85.763032423,0,0.124960149,0.115717192,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1127,1001,126,0.366981439,298,0,0,0,0,0,0,1645,299,16689,39689,13364,0,0,0,458622
218,1624181112.461306810,1624181112.561329603,223,222,0,0.241465994,0.282508179,1,1,0,0,0,1,0.075876031,0.198760522,-0.870363871,-0.008575820,0.043057991,-0.000113753,0.999035761,3187,1881,0.590210229,0.087204222,0.047758034,0.036203957,0.433094630,38.273863652,2286,0.889970082,433.642062213,622.232331304,978.597213120,0.213147267,0.189694690,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000861,0.000001107,0.000001808,0.120287429,0.991890996,0.041026648,0.000000002,0.000000004,0.000000004,-0.025364930,-0.743126392,0.668670162,0.000000000,0.229335391,0.572021945,1.086549882,0.013615262,81.778064837,0,0.131980318,0.121679380,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1136,967,169,0.356448070,399,0,0,0,0,0,0,1652,399,17437,40825,13763,0,0,0,460274
219,1624181112.561304331,1624181112.661329508,224,223,0,0.165692881,0.241192991,1,1,0,0,0,1,0.095609953,0.226016126,-0.992839816,-0.015014699,0.042303422,-0.000317180,0.998991931,3407,2064,0.605811564,0.096551025,0.044714639,0.033412253,0.418382119,37.179678934,2514,0.901771269,504.455752392,689.910771821,1072.686445431,0.222516085,0.200658613,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000838,0.000001023,0.000001657,-0.039770171,-0.998452775,-0.038863720,0.000000002,0.000000003,0.000000003,0.025971396,-0.497610872,0.867011480,0.000000000,0.244857671,0.525277637,1.208363938,0.014250823,77.727585009,0,0.139484837,0.128208997,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1286,1112,174,0.377458174,443,0,0,0,0,0,0,1678,443,18316,42111,14206,0,0,0,461952
220,1624181112.661301851,1624181112.761291027,225,224,0,0.131460783,0.175744546,1,1,0,0,0,1,0.094042855,0.238750545,-1.127932950,-0.023491585,0.039644197,-0.000074445,0.998937674,3528,2133,0.604591837,0.089763757,0.045016747,0.032776259,0.368022747,39.260351827,2641,0.897045058,492.179440788,703.925618091,1172.990938491,0.207749893,0.186361015,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000797,0.000001028,0.000001656,-0.060085412,-0.996985322,-0.049091870,0.000000002,0.000000003,0.000000003,0.070063159,-0.250195389,0.965656989,0.000000000,0.257822803,0.480614983,1.336421870,0.013805139,73.714455419,0,0.146158104,0.133928780,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1406,1238,168,0.398526077,431,0,0,0,0,0,0,1688,434,19266,43517,14637,0,0,0,463640
221,1624181112.761299372,1624181112.861262798,226,225,0,0.034645729,0.081103731,1,1,0,0,0,1,0.092812867,0.249394979,-1.245188736,-0.027853963,0.037908596,-0.000043858,0.998892934,3584,2212,0.617187500,0.091411621,0.045363180,0.033433309,0.396518771,39.606999592,2724,0.895947696,530.565295276,720.829406297,1189.166822198,0.217394764,0.194774337,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000785,0.000001025,0.000001578,-0.072669160,-0.995173599,-0.065944687,0.000000002,0.000000002,0.000000004,-0.113458784,0.368736607,-0.922583557,0.000000000,0.272029981,0.441992182,1.429402420,0.013499341,70.029657571,0,0.153440391,0.140201787,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1310,1174,136,0.365513393,459,0,0,0,0,0,0,1815,459,20114,44827,15096,0,0,0,465455
222,1624181112.861296892,1624181112.961204290,226,226,0,0.120657925,0.194959912,1,1,0,0,0,1,0.091129339,0.259557472,-1.370378124,-0.027681545,0.038005981,0.000088968,0.998894023,3657,2244,0.613617719,0.088652641,0.048324351,0.033952581,0.398452204,38.081718596,2758,0.894008193,534.533022629,710.752029469,1220.389545375,0.216789767,0.193811828,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000768,0.000001038,0.000001489,-0.059109081,-0.995324056,-0.076394636,0.000000002,0.000000002,0.000000003,0.013386361,-0.396893414,0.917767085,0.000000000,0.286415558,0.409934090,1.540308064,0.012979276,66.041315957,0,0.160364889,0.146123251,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1255,1137,118,0.343177468,422,0,0,0,0,0,0,1980,422,20933,46082,15518,0,0,0,467435
223,1624181112.961294651,1624181113.061163664,228,227,0,0.203876449,0.252409866,1,1,0,0,0,1,0.096137509,0.268054329,-1.506145001,-0.024991544,0.037931744,0.000097196,0.998967765,3702,2337,0.631280389,0.091137861,0.052260118,0.037300431,0.395899869,39.901235871,2844,0.894602461,560.385307922,698.840727611,1285.023363117,0.220255651,0.197041248,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000753,0.000001020,0.000001425,-0.048065577,-0.995159279,-0.085718778,0.000000002,0.000000002,0.000000003,-0.150792667,0.589046324,-0.793905535,0.000000000,0.300177854,0.375152234,1.673513402,0.012916541,62.231318441,0,0.166959152,0.151744610,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1280,1192,88,0.345759049,502,0,0,0,0,0,0,1920,502,21739,47362,16020,0,0,0,469355
224,1624181113.061292171,1624181113.161159515,229,228,0,0.275471806,0.349832144,1,1,0,0,0,1,0.095128965,0.266620149,-1.661383642,-0.015458154,0.038352443,0.000557272,0.999144547,3718,2290,0.615922539,0.074491628,0.035533876,0.026321752,0.408435558,36.049186494,2894,0.894489693,554.436262850,716.219794211,1317.997113909,0.214179431,0.191581293,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000766,0.000001008,0.000001420,-0.063733674,-0.995597498,-0.068728748,0.000000002,0.000000002,0.000000003,0.095929333,-0.288255765,0.952736153,0.000000000,0.314109422,0.335576694,1.822060368,0.014063786,58.666477894,0,0.173326067,0.157180218,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1301,1195,106,0.349919311,350,0,0,0,0,0,0,2067,350,22567,48663,16370,0,0,0,471422
225,1624181113.161289692,1624181113.261308908,230,229,0,0.264348107,0.371972017,1,1,0,0,0,1,0.096236985,0.261957602,-1.840373281,-0.004882462,0.037794041,0.000348774,0.999273561,3820,2336,0.611518325,0.077079066,0.042857791,0.029698214,0.437257308,37.179601966,2964,0.893855858,597.718251863,772.757786608,1278.912724637,0.225606095,0.201659329,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000787,0.000000952,0.000001365,-0.028110775,-0.996541902,-0.078192217,0.000000002,0.000000002,0.000000003,-0.210332750,0.752687385,-0.623876457,0.000000000,0.329676983,0.286680180,1.992055583,0.013878679,55.134150461,0,0.180584464,0.163413606,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1365,1224,141,0.357329843,386,0,0,0,0,0,0,2069,386,23456,50028,16756,0,0,0,473491
226,1624181113.261287212,1624181113.361310244,231,230,0,0.130591479,0.203886187,1,1,0,0,0,1,0.104704910,0.286438866,-2.015288264,0.002865765,0.037968341,0.000030675,0.999274833,3779,2307,0.610478963,0.077365200,0.046725379,0.033233296,0.451112418,34.516173309,2940,0.895288204,606.666750395,776.892146090,1248.588424354,0.230483585,0.206349235,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000827,0.000000927,0.000001368,-0.044953912,-0.991249445,-0.124111577,0.000000002,0.000000002,0.000000003,-0.170654058,0.455348201,-0.873805017,0.000000000,0.345963114,0.231252547,2.147222475,0.012609507,51.434078459,0,0.187999114,0.169796881,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1314,1194,120,0.347711035,385,0,0,0,0,0,0,2079,386,24296,51342,17141,0,0,0,475570
227,1624181113.361284733,1624181113.461304665,232,231,0,0.069218102,0.118311611,1,1,0,0,0,1,0.117074957,0.306541434,-2.169603714,0.011331723,0.038692479,0.000182206,0.999186895,3882,2382,0.613601236,0.084663973,0.048725760,0.034604456,0.444902043,37.133411762,3019,0.896965220,632.688205237,821.245822068,1254.003973073,0.233642057,0.209568799,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000799,0.000000917,0.000001336,0.082563282,0.991628472,0.099278791,0.000000002,0.000000002,0.000000003,-0.146903391,0.727711051,-0.669967179,0.000000000,0.362088921,0.188254999,2.290585385,0.013212212,47.763693526,0,0.195758486,0.176519543,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1407,1289,118,0.362442040,465,0,0,0,0,0,0,2009,466,25190,52749,17606,0,0,0,477579
228,1624181113.461282492,1624181113.561260700,233,232,0,0.075374709,0.126699994,1,1,0,0,0,1,0.127701300,0.313885893,-2.294535071,0.013185042,0.040587655,0.000371975,0.999088914,3897,2400,0.615858353,0.066337966,0.039926119,0.025717929,0.458840452,36.155513496,3081,0.895905459,660.827983876,825.982558582,1273.474177239,0.239405732,0.214484902,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000784,0.000000920,0.000001310,-0.068363820,-0.988965286,-0.131430788,0.000000002,0.000000002,0.000000003,-0.076713161,0.716631766,-0.693220025,0.000000000,0.378943513,0.189578820,2.365307185,0.011422170,44.170803079,0,0.203578144,0.183277795,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1383,1275,108,0.354888376,334,0,0,0,0,0,0,2180,334,26028,54132,17940,0,0,0,479759
229,1624181113.561280012,1624181113.661221981,234,233,0,0.068456867,0.103075595,1,1,0,0,0,1,0.141931716,0.312384840,-2.412110792,0.013429702,0.043077235,0.000387522,0.998981404,3970,2538,0.639294710,0.059954747,0.035063082,0.023861647,0.508962777,34.583023142,3181,0.898847362,693.451242999,862.203570656,1303.578645858,0.242530473,0.217997876,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000772,0.000000893,0.000001198,-0.022841256,-0.979582820,-0.199739271,0.000000002,0.000000002,0.000000003,-0.173557815,0.718306432,-0.673731070,0.000000000,0.395504061,0.179733376,2.414908907,0.010360292,42.446065126,0,0.209186013,0.188065055,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1336,1270,66,0.336523929,287,0,0,0,0,0,0,2347,287,26739,55468,18227,0,0,0,482106
230,1624181113.661277533,1624181113.761155844,235,234,0,0.075703497,0.111497940,1,1,0,0,0,1,0.153414244,0.299811910,-2.532536234,0.011076331,0.045022672,0.000596549,0.998924381,4034,2581,0.639811601,0.057291895,0.030866186,0.020847900,0.534262026,34.856313288,3215,0.898137423,735.027890093,824.937599038,1327.546325910,0.254554072,0.228624538,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000789,0.000000879,0.000001121,0.000397769,-0.983133697,-0.182887875,0.000000001,0.000000002,0.000000003,-0.107434634,0.767684976,-0.631757530,0.000000000,0.410762663,0.144216811,2.466216447,0.010462709,40.937018571,0,0.214281812,0.192396597,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1394,1332,62,0.345562717,295,0,0,0,0,0,0,2343,297,27476,56862,18522,0,0,0,484449
231,1624181113.761275053,1624181113.861126661,236,235,0,0.083149166,0.142333909,1,1,0,0,0,1,0.168144556,0.309966204,-2.661188535,0.007826647,0.046320974,0.000236593,0.998895918,4031,2634,0.653435872,0.060528028,0.030055642,0.020243509,0.517606763,35.541512641,3233,0.905121373,723.492727679,845.180494055,1357.584176837,0.247241657,0.223783708,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000758,0.000000853,0.000001116,-0.032883310,-0.988112666,-0.150173388,0.000000001,0.000000002,0.000000002,-0.147181970,0.610499788,-0.778220712,0.000000000,0.422058805,0.143942855,2.508581455,0.010920833,39.844312904,0,0.217843479,0.195559415,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1330,1242,88,0.329942942,269,0,0,0,0,0,0,2431,270,28240,58192,18791,0,0,0,486880
232,1624181113.861272573,1624181113.961143017,237,236,0,0.089069716,0.182003967,1,1,0,0,0,1,0.183736866,0.312267350,-2.777346295,0.003720492,0.045668962,0.000545136,0.998949552,4054,2607,0.643068574,0.063960165,0.035650139,0.024811947,0.493188784,32.741724406,3267,0.898256142,713.202236690,879.239559688,1342.161018284,0.243031947,0.218304939,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000738,0.000000861,0.000001138,0.040462543,0.985372832,0.165539009,0.000000002,0.000000002,0.000000002,0.083334131,-0.466033201,0.880833967,0.000000000,0.430391664,0.152355712,2.514075689,0.010461665,38.801879060,0,0.220626698,0.197924189,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1362,1256,106,0.335964480,307,0,0,0,0,0,0,2384,308,29046,59554,19098,0,0,0,489264
233,1624181113.961270332,1624181114.061200142,238,237,0,0.144987364,0.193563600,1,1,0,0,0,1,0.200685658,0.324140978,-2.909597928,-0.000899039,0.043786685,0.000714844,0.999040243,4099,2663,0.649670651,0.071237687,0.042149547,0.028583991,0.477304626,34.857896257,3326,0.898295287,736.215399508,866.763425205,1384.751300757,0.246412952,0.221351593,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000723,0.000000859,0.000001147,0.094524596,0.979735969,0.176585765,0.000000002,0.000000002,0.000000003,-0.147834518,0.397874402,-0.905450670,0.000000000,0.437803106,0.150167130,2.531890592,0.010188790,38.011515423,0,0.223605717,0.200477320,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1360,1276,84,0.331788241,411,0,0,0,0,0,0,2328,411,29815,60914,19509,0,0,0,491592
234,1624181114.061267853,1624181114.161135435,239,238,0,0.187941042,0.276245200,1,1,0,0,0,1,0.211840398,0.352000059,-3.081337714,-0.006689023,0.041600928,0.000759944,0.999111627,4147,2669,0.643597782,0.075576369,0.044763572,0.032301827,0.503835157,35.902012156,3407,0.896723581,729.396733381,889.938749081,1435.801757149,0.238744343,0.214087682,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000754,0.000000836,0.000001121,0.101138672,0.977175240,0.186814132,0.000000001,0.000000002,0.000000002,-0.072312715,0.294336135,-0.952962282,0.000000000,0.443659404,0.146512488,2.577788047,0.009757704,37.440321146,0,0.225571598,0.202152015,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1346,1266,80,0.324571980,449,0,0,0,0,0,0,2351,450,30569,62260,19958,0,0,0,493943
235,1624181114.161265373,1624181114.261066198,240,239,0,0.137924687,0.267206170,1,1,0,0,0,1,0.236821978,0.371801408,-3.174153628,-0.010056874,0.038872937,0.000490628,0.999193431,4184,2665,0.636950287,0.065776791,0.038884463,0.025547525,0.560661329,32.868432585,3450,0.897351485,800.525955061,910.789259639,1384.547408698,0.258579289,0.232036509,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000749,0.000000846,0.000001047,0.123700492,0.978562137,0.164664303,0.000000001,0.000000002,0.000000002,-0.154585592,0.630233370,-0.760860824,0.000000000,0.451571429,0.151518443,2.587818175,0.009891443,36.867420933,0,0.228883195,0.205156993,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1468,1374,94,0.350860421,349,0,0,0,0,0,0,2365,351,31417,63728,20307,0,0,0,496308
236,1624181114.261262894,1624181114.361134291,241,240,0,0.096706504,0.130816959,1,1,0,0,0,1,0.248830915,0.376126239,-3.303708023,-0.018810879,0.037332383,0.000852982,0.999125476,4138,2585,0.624697922,0.066717219,0.036326686,0.025269806,0.544807843,33.491725656,3423,0.895614061,759.170363770,916.903940229,1389.612626943,0.247634667,0.221785090,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000774,0.000000839,0.000001086,0.068947649,0.982804879,0.171291539,0.000000002,0.000000002,0.000000002,-0.279869105,0.459476853,-0.842943833,0.000000000,0.458893695,0.155384665,2.582264380,0.008500659,36.371665402,0,0.231463462,0.207523270,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1426,1337,89,0.344610923,324,0,0,0,0,0,0,2388,324,32219,65154,20631,0,0,0,498696
237,1624181114.361260414,1624181114.461207151,242,241,0,0.067159731,0.107187533,1,1,0,0,0,1,0.267814521,0.376140664,-3.431370596,-0.023594197,0.035905996,0.000735540,0.999076340,4158,2663,0.640452140,0.060093713,0.034802742,0.024672262,0.526123335,34.258281618,3455,0.894652546,779.010608158,903.835816973,1408.178121331,0.252023430,0.225473403,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000722,0.000000833,0.000001082,0.068421958,0.977054211,0.201701523,0.000000001,0.000000002,0.000000002,-0.236875803,0.544846160,-0.804383314,0.000000000,0.463883538,0.162292227,2.587796923,0.008829216,36.121932862,0,0.233596158,0.209471531,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1396,1303,93,0.335738336,315,0,0,0,0,0,0,2447,315,32978,66550,20946,0,0,0,501143
238,1624181114.461258173,1624181114.561321497,243,242,0,0.172334115,0.253692805,1,1,0,0,0,1,0.283957880,0.367954413,-3.498914794,-0.020969585,0.036619682,0.001279013,0.999108422,4124,2620,0.635305529,0.084887563,0.051601167,0.037609984,0.505832841,34.791057530,3440,0.894913796,744.653708346,918.513220237,1415.336530990,0.241888216,0.216469101,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000721,0.000000831,0.000001124,0.035641738,0.976280803,0.213554349,0.000000001,0.000000002,0.000000002,-0.226602821,0.599520879,-0.767610499,0.000000000,0.467520449,0.161172829,2.530709944,0.009135607,35.947792556,0,0.235033205,0.210810252,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1284,1177,107,0.311348206,465,0,0,0,0,0,0,2374,466,33742,67834,21411,0,0,0,503517
239,1624181114.561255693,1624181114.661296844,244,243,0,0.280261312,0.342482412,1,1,0,0,0,1,0.296437703,0.365817472,-3.625276447,-0.016810017,0.036028359,0.001032462,0.999208844,4092,2572,0.628543500,0.097608482,0.057511745,0.043747804,0.590449823,33.079103057,3452,0.896454889,777.604628778,943.600821555,1373.356826148,0.251280976,0.225262059,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000763,0.000000818,0.000001077,-0.008113902,-0.975852719,-0.218278800,0.000000001,0.000000002,0.000000002,-0.356099835,0.731341338,-0.581663781,0.000000000,0.476123834,0.162323805,2.522003299,0.009197285,35.742763762,0,0.236471450,0.212040424,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1248,1160,88,0.304985337,545,0,0,0,0,0,0,2299,545,34461,69082,21956,0,0,0,505816
240,1624181114.661253214,1624181114.761234999,245,244,0,0.251509326,0.334317499,1,1,0,0,0,1,0.309221626,0.370912968,-3.805221424,-0.008690151,0.036677908,0.000848125,0.999288994,4112,2626,0.638618677,0.063728737,0.038397591,0.026388945,0.588468907,34.086133923,3462,0.894627698,804.480292416,942.192458436,1350.528341273,0.259744288,0.232374435,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000775,0.000000819,0.000001052,0.078183297,0.962136131,0.261115754,0.000000001,0.000000002,0.000000002,-0.141173381,0.528372250,-0.837193432,0.000000000,0.487146142,0.162022257,2.584729393,0.009215393,35.484052867,0,0.239071170,0.214341095,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1409,1339,70,0.342655642,337,0,0,0,0,0,0,2366,337,35235,70491,22293,0,0,0,508182
241,1624181114.761250734,1624181114.861188412,246,245,0,0.257805124,0.373675525,1,1,0,0,0,1,0.323553260,0.388759443,-4.037424032,0.001880342,0.043729240,0.000497467,0.999041526,4117,2606,0.632985183,0.100780939,0.049582217,0.037116231,0.637104461,32.314611983,3406,0.897822181,801.857861866,911.429574156,1344.694912085,0.262217950,0.235425092,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000817,0.000000824,0.000001016,0.047382765,0.957355468,0.285000670,0.000000002,0.000000002,0.000000002,0.250720660,-0.654906062,0.712907568,0.000000000,0.499175426,0.172149363,2.692444895,0.009044052,35.119433487,0,0.241312329,0.216373633,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1334,1217,117,0.324022346,548,0,0,0,0,0,0,2234,549,36014,71825,22841,0,0,0,510416
242,1624181114.861248255,1624181114.961206198,247,246,0,0.386136348,0.459401090,1,1,0,0,0,1,0.350721323,0.386338948,-4.196441013,0.008222730,0.053582742,0.000311859,0.998529508,4143,2636,0.636253922,0.099202498,0.061236340,0.046910139,0.630001615,34.643295788,3425,0.899739107,813.297924889,916.623984492,1351.684531823,0.263920115,0.237459248,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000000808,0.000000818,0.000001015,0.053442757,0.955362987,0.290560551,0.000000001,0.000000002,0.000000002,-0.330749084,0.695732586,-0.637621528,0.000000000,0.510752897,0.181221939,2.717659512,0.009168546,34.947512346,0,0.243668846,0.218556004,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,1244,1168,76,0.300265508,567,0,0,0,0,0,0,2331,568,36771,73069,23408,0,0,0,512747
