frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_retry_performed,transition_guard_conservative_selected,transition_guard_measurement_noise_scale,transition_guard_pause_frames_remaining,transition_guard_history_ready,lidar_correction_translation,lidar_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,transition_guard_conservative_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
235,1624181115.661228895,1624181115.761229038,239,238,0,0.040988415,0.074101575,1,0,0,0,1,0.377466675,0.384272601,-5.230507844,0.004584400,0.035916987,-0.000218647,0.999344238,4163,2489,0.597886140,0.074467284,0.043504720,0.030120263,0.704419065,33.525604767,3350,0.891959379,814.582846565,957.074642780,1216.406430319,0.272612256,0.243159059,0,0,0,0,1.000000000,0,1,0.020388432,0.007813854,0.100000000,0.030000000,1.137100294,0.074467284,0.000000000,0.000000805,0.000000913,0.000001044,0.079966986,0.862619481,0.499492654,0.000000001,0.000000002,0.000000002,-0.376084785,0.670023843,-0.640022097,0.000000000,0.575317700,0.223390681,2.735591400,0.010905158,34.517070840,0,0.254659166,0.228611669,1514,1355,159,0.363680038,410,0,0,0,0,0,2239,410,38368,75929,24452,0,0,484479
236,1624181115.761226416,1624181115.861247063,240,239,0,0.038601504,0.071157650,1,0,0,0,1,0.365669500,0.387113131,-5.379550596,0.002961307,0.032802887,0.000509618,0.999457324,4197,2551,0.607815106,0.068820591,0.040026080,0.027095042,0.714451074,33.674067918,3341,0.896390340,799.230789801,982.266646047,1213.342690714,0.266869267,0.239219033,0,0,0,0,1.000000000,0,1,0.016411302,0.008261478,0.100000000,0.030000000,1.117837557,0.068820591,0.000000000,0.000000782,0.000000895,0.000001016,0.081298001,0.856886343,0.509054448,0.000000001,0.000000002,0.000000002,-0.135800351,0.851754352,-0.506036351,0.000000000,0.584818287,0.215833899,2.754067290,0.011467531,34.457086701,0,0.255354721,0.229212757,1415,1312,103,0.337145580,334,0,0,0,0,0,2448,334,39222,77344,24786,0,0,486927
237,1624181115.861223936,1624181115.961153030,241,240,0,0.061847354,0.107871778,1,0,0,0,1,0.359635586,0.377671669,-5.537223442,0.000933369,0.033204681,0.000589346,0.999447963,4222,2606,0.617243013,0.061601589,0.035168243,0.023788448,0.672946505,36.225291717,3462,0.892351303,830.953973957,1024.816400616,1233.549837039,0.268976317,0.240021367,0,0,0,0,1.000000000,0,1,0.019241025,0.003300108,0.100000000,0.030000000,1.110337250,0.061601589,0.000000000,0.000000760,0.000000887,0.000001014,0.015115355,0.935713860,0.352435948,0.000000001,0.000000002,0.000000002,-0.247923829,0.686517431,-0.683540483,0.000000000,0.593611932,0.212358759,2.794042879,0.011314664,34.512497235,0,0.256676990,0.230273158,1478,1397,81,0.350071056,284,0,0,0,0,0,2460,284,40080,78822,25070,0,0,489387
238,1624181115.961221457,1624181116.061160326,241,241,0,0.070625325,0.110163500,1,0,0,0,1,0.358945946,0.372999079,-5.686199158,0.000012699,0.035210251,0.000623305,0.999379732,4203,2667,0.634546752,0.058721150,0.033936185,0.022262421,0.639532034,36.820576326,3511,0.894018028,816.205977943,1034.861585596,1287.829732713,0.260029527,0.232471085,0,0,0,0,1.000000000,0,1,0.013903430,0.002268751,0.100000000,0.030000000,1.063677996,0.058721150,0.000000000,0.000000749,0.000000855,0.000001012,0.019467900,0.963501181,0.266995272,0.000000001,0.000000002,0.000000002,-0.238039525,0.557621345,-0.795233060,0.000000000,0.602766484,0.216581435,2.806216522,0.010790983,34.609828284,0,0.257773741,0.231194467,1361,1289,72,0.323816322,278,0,0,0,0,0,2563,279,40809,80183,25348,0,0,491950
239,1624181116.061219215,1624181116.161173105,243,242,0,0.062396465,0.097982051,1,0,0,0,1,0.357107315,0.372506400,-5.843888306,-0.002248661,0.036699527,0.001198798,0.999323096,4204,2634,0.626546147,0.061724392,0.034379612,0.023139665,0.723349282,35.317561510,3487,0.894647000,868.891682336,1027.735071132,1223.007334711,0.278523589,0.249180293,0,0,0,0,1.000000000,0,1,0.004782113,0.002991708,0.100000000,0.030000000,1.138033742,0.061724392,0.000000000,0.000000749,0.000000898,0.000000984,0.074689101,0.806235555,0.586860944,0.000000001,0.000000002,0.000000002,-0.161979899,0.680641519,-0.714485573,0.000000000,0.615233611,0.222540814,2.786423787,0.011700796,34.666643766,0,0.259526574,0.232669515,1341,1246,95,0.318981922,289,0,0,0,0,0,2574,289,41550,81524,25637,0,0,494524
240,1624181116.161216736,1624181116.261193991,244,243,0,0.090431498,0.126140132,1,0,0,0,1,0.348512818,0.381231134,-6.044376520,-0.004344836,0.040082817,0.001263153,0.999186116,4256,2649,0.622415414,0.062421160,0.036570206,0.023493088,0.720657062,36.573663204,3535,0.890595529,856.334495509,1023.846464210,1268.074235465,0.272002885,0.242244553,0,0,0,0,1.000000000,0,1,0.040678386,0.001800553,0.100000000,0.030000000,1.104337967,0.062421160,0.000000000,0.000000739,0.000000881,0.000001011,-0.126551217,-0.602909207,-0.787708879,0.000000001,0.000000002,0.000000002,-0.084994769,0.853915261,-0.513424401,0.000000000,0.626929784,0.228515495,2.887069326,0.011510454,34.704209301,0,0.261258401,0.234095523,1319,1253,66,0.309915414,296,0,0,0,0,0,2639,298,42225,82843,25933,0,0,497163
241,1624181116.261214256,1624181116.361201048,245,244,0,0.074354095,0.119690746,1,0,0,0,1,0.354563250,0.386223907,-6.197191993,-0.005342198,0.042550257,0.001335416,0.999079153,4321,2683,0.620921083,0.061425963,0.037426057,0.024102821,0.677042837,38.155596423,3650,0.887943125,862.412476514,1118.030636791,1260.549294310,0.266095186,0.236277391,0,0,0,0,1.000000000,0,1,0.033350344,0.001582412,0.100000000,0.030000000,1.075715434,0.061425963,0.000000000,0.000000705,0.000000906,0.000001030,-0.129345944,-0.559305610,-0.818808195,0.000000001,0.000000002,0.000000002,-0.106748465,0.935307616,-0.337349121,0.000000000,0.632565649,0.228737052,2.914509414,0.011294024,34.997794199,0,0.261741072,0.234342612,1450,1375,75,0.335570470,288,0,0,0,0,0,2583,288,42990,84293,26221,0,0,499746
242,1624181116.361211777,1624181116.461105347,246,245,0,0.060203855,0.101357326,1,0,0,0,1,0.354765464,0.395206130,-6.367670774,-0.007400481,0.045382421,0.001679884,0.998940862,4259,2645,0.621037802,0.062433807,0.036813451,0.024172173,0.714768105,37.834865839,3571,0.888462802,897.632231429,1076.441507774,1198.626927368,0.282923706,0.251367189,0,0,0,0,1.000000000,0,1,0.007730155,0.002280664,0.100000000,0.030000000,1.131807816,0.062433807,0.000000000,0.000000711,0.000000905,0.000001085,-0.131816602,-0.312366728,-0.940771710,0.000000001,0.000000002,0.000000002,0.171091801,-0.932330126,0.318572020,0.000000000,0.640545015,0.230724993,2.962662462,0.011136629,35.276821811,0,0.263604699,0.235930264,1414,1344,70,0.332002818,322,0,0,0,0,0,2523,322,43693,85707,26543,0,0,502269
243,1624181116.461209297,1624181116.561094046,247,246,0,0.055003726,0.095725914,1,0,0,0,1,0.355066001,0.397705824,-6.525257139,-0.007604270,0.047200346,0.002110947,0.998854267,4290,2735,0.637529138,0.065663700,0.040204372,0.026134366,0.701959009,37.637706465,3613,0.889427519,897.423939413,1108.222111716,1207.855574303,0.279266683,0.248387473,0,0,0,0,1.000000000,0,1,0.012370776,0.003813544,0.100000000,0.031151098,1.099777426,0.065663700,0.000000000,0.000000692,0.000000886,0.000001071,-0.150743667,-0.309237883,-0.938961277,0.000000001,0.000000001,0.000000002,0.197905009,-0.938849691,0.281770945,0.000000000,0.649926659,0.225835709,3.048104877,0.010693585,35.398489904,0,0.265313940,0.237394619,1363,1296,67,0.317715618,342,0,0,0,0,0,2585,342,44382,87070,26885,0,0,504854
244,1624181116.561207056,1624181116.661246061,248,247,0,0.153515260,0.207292451,1,0,0,0,1,0.358211216,0.401974495,-6.700027613,-0.006135312,0.052245137,0.001783920,0.998613850,4301,2689,0.625203441,0.073183149,0.046374663,0.031922019,0.679227479,37.727015446,3626,0.887424859,894.849527569,1101.556945981,1221.396066658,0.278093362,0.246786963,0,0,0,0,1.000000000,0,1,0.009549097,0.005095577,0.100000000,0.030000000,1.077339395,0.073183149,0.000000000,0.000000677,0.000000909,0.000001090,-0.159157267,-0.233169124,-0.959323263,0.000000001,0.000000002,0.000000002,-0.083338505,0.974110921,-0.210149010,0.000000000,0.657630405,0.226431393,3.095380859,0.011022767,35.574336671,0,0.266705104,0.238508581,1428,1343,85,0.332015810,403,0,0,0,0,0,2470,403,45094,88498,27288,0,0,507324
245,1624181116.661204576,1624181116.761175632,249,248,0,0.147035519,0.185351508,1,0,0,0,1,0.355876450,0.405585840,-6.913343752,-0.004518585,0.054471771,0.002140839,0.998502792,4190,2581,0.615990453,0.063418715,0.042114005,0.028450049,0.653338735,39.117225603,3483,0.886662870,866.130840741,1106.083163535,1116.032770342,0.280460372,0.248673799,0,0,0,0,1.000000000,0,1,0.043677948,0.008950814,0.100000000,0.030000000,1.075858186,0.063418715,0.000000000,0.000000679,0.000000925,0.000001230,-0.133171449,-0.162177251,-0.977734066,0.000000001,0.000000002,0.000000002,-0.045531666,0.985482872,-0.163555426,0.000000000,0.661625231,0.218087178,3.125120021,0.011503416,35.871104711,0,0.267878900,0.239395058,1336,1274,62,0.318854415,305,0,0,0,0,0,2549,305,45765,89834,27593,0,0,509873
246,1624181116.761202097,1624181116.861116171,250,249,0,0.097464475,0.131066830,1,0,0,0,1,0.345717720,0.405933415,-7.107962893,-0.003318955,0.059025254,0.002048389,0.998248871,4223,2638,0.624674402,0.071208104,0.044979220,0.030589988,0.696473815,39.182211043,3563,0.885751742,869.010238255,1106.292615963,1180.630602427,0.275357592,0.243898467,0,0,0,0,1.000000000,0,1,0.011454227,0.001617528,0.100000000,0.030000000,1.051724629,0.071208104,0.000000000,0.000000696,0.000000930,0.000001168,-0.129789859,-0.181287795,-0.974827845,0.000000001,0.000000002,0.000000002,-0.036726541,0.964593367,-0.261171968,0.000000000,0.666664670,0.215780858,3.086112242,0.011069196,36.106211450,0,0.268639291,0.239901790,1361,1292,69,0.322282737,360,0,0,0,0,0,2501,361,46472,91195,27953,0,0,512374
247,1624181116.861199617,1624181116.961097002,251,250,0,0.128285598,0.153918441,1,0,0,0,1,0.342948675,0.396325917,-7.297416228,-0.001339656,0.066301905,0.002086970,0.997796526,4127,2587,0.626847589,0.065695733,0.037049079,0.025362421,0.685942252,42.582623158,3407,0.886768375,852.593379999,1060.248892941,1108.377581973,0.282201700,0.250247543,0,0,0,0,1.000000000,0,1,0.011001652,0.004686103,0.100000000,0.030000000,1.076149014,0.065695733,0.000000000,0.000000694,0.000000944,0.000001235,-0.136851900,-0.132769383,-0.981653630,0.000000001,0.000000002,0.000000002,-0.076407783,0.975165797,-0.207878618,0.000000000,0.670114290,0.203765813,3.112832414,0.011044726,36.533089971,0,0.269615916,0.240611836,1360,1273,87,0.329537194,327,0,0,0,0,0,2439,328,47233,92555,28280,0,0,514813
248,1624181116.961197138,1624181117.061096668,252,251,0,0.057725821,0.101779542,1,0,0,0,1,0.337777456,0.380781337,-7.433077604,-0.001766307,0.066763164,0.002231499,0.997764792,4127,2672,0.647443664,0.081742592,0.047900486,0.034329422,0.674289388,42.510064716,3487,0.892771109,833.036961082,1089.994699793,1190.061195678,0.267591427,0.238897895,0,0,0,0,1.000000000,0,1,0.047205906,0.001208308,0.100000000,0.030000000,1.024493998,0.081742592,0.000000000,0.000000685,0.000000941,0.000001210,-0.123202628,-0.120350822,-0.985056746,0.000000001,0.000000002,0.000000002,-0.099960115,0.927708525,-0.359673281,0.000000000,0.672522973,0.194621221,3.129928840,0.010019867,36.924123838,0,0.269758233,0.240607336,1167,1118,49,0.282771989,492,0,0,0,0,0,2468,492,47833,93722,28772,0,0,517281
249,1624181117.061194897,1624181117.161144495,253,252,0,0.128092474,0.185287132,1,0,0,0,1,0.322148241,0.374101041,-7.583780359,-0.001637566,0.066428150,0.002776818,0.997786003,4180,2602,0.622488038,0.086386148,0.054809690,0.037840614,0.655488718,42.840556494,3514,0.887977496,835.856016049,1093.929692047,1190.567213072,0.267872269,0.237864546,0,0,0,0,1.000000000,0,1,0.007480982,0.012429002,0.100275384,0.030000000,1.012597951,0.086386148,0.000000000,0.000000676,0.000000954,0.000001247,-0.119695252,-0.126950120,-0.984660710,0.000000001,0.000000002,0.000000002,-0.105355683,0.963005832,-0.248032151,0.000000000,0.676703691,0.197577906,3.032425339,0.010705156,37.323880225,0,0.270144489,0.240870131,1299,1235,64,0.310765550,511,0,0,0,0,0,2370,511,48550,95021,29283,0,0,519651
250,1624181117.161192417,1624181117.261156797,254,253,0,0.234043941,0.288628553,1,0,0,0,1,0.303462913,0.361315924,-7.737724433,-0.001694986,0.061537102,0.002731209,0.998099621,4144,2655,0.640685328,0.077366586,0.046484259,0.032776765,0.635268295,44.085139454,3496,0.893019630,838.434000645,1121.186960034,1162.375665394,0.268556985,0.239826659,0,0,0,0,1.000000000,0,1,0.009677475,0.013875333,0.100000000,0.030000000,1.015517544,0.077366586,0.000000000,0.000000660,0.000000950,0.000001279,-0.121215612,-0.169362564,-0.978071111,0.000000001,0.000000001,0.000000002,0.083260330,-0.981987683,0.169611048,0.000000000,0.675524926,0.119595543,3.110722823,0.010270331,37.804427990,0,0.270874851,0.241419824,1241,1177,64,0.299469112,417,0,0,0,0,0,2485,418,49229,96262,29700,0,0,522136
251,1624181117.261189938,1624181117.361164331,255,254,0,0.216730154,0.273496666,1,0,0,0,1,0.274398694,0.365757077,-7.921757995,-0.001126270,0.054434165,0.002963138,0.998512330,4204,2572,0.611798287,0.065961551,0.037033760,0.026134651,0.629981524,42.186570858,3574,0.880974672,871.950391061,1116.592964593,1160.060123047,0.276932423,0.243970451,0,0,0,0,1.000000000,0,1,0.041700758,0.007775776,0.100000000,0.030000000,1.029103024,0.065961551,0.000000000,0.000000658,0.000000950,0.000001324,-0.120486519,-0.127764863,-0.984458805,0.000000001,0.000000002,0.000000002,0.153459613,-0.953949938,0.257739526,0.000000000,0.676057614,0.106681160,3.152723292,0.008909824,38.192373721,0,0.271369359,0.241541393,1307,1221,86,0.310894386,327,0,0,0,0,0,2569,328,49940,97569,30027,0,0,524705
252,1624181117.361187458,1624181117.461190701,256,255,0,0.136061405,0.185610531,1,0,0,0,1,0.250489111,0.366706473,-8.112886671,-0.001333093,0.046165377,0.002736706,0.998929172,4099,2540,0.619663333,0.070590015,0.040855576,0.028755691,0.651681114,43.430550210,3456,0.886779864,915.805313527,1040.245175972,1108.660719593,0.298822712,0.264989963,0,0,0,0,1.000000000,0,1,0.025216015,0.003268063,0.100000000,0.034265393,1.111622646,0.070590015,0.000000000,0.000000677,0.000000902,0.000001399,0.129223213,0.072967022,0.988927285,0.000000001,0.000000002,0.000000002,0.111881980,-0.969088450,0.219886332,0.000000000,0.676898629,0.106343627,3.178072225,0.009347353,38.587766773,0,0.273229094,0.243030765,1279,1187,92,0.312027324,380,0,0,0,0,0,2440,380,50644,98848,30407,0,0,527145
253,1624181117.461184978,1624181117.561151028,257,256,0,0.075895076,0.125847670,1,0,0,0,1,0.233434143,0.369261059,-8.264842792,-0.001051559,0.039006836,0.002670503,0.999234822,4123,2516,0.610235266,0.070095299,0.042138729,0.028744897,0.618120943,43.587660447,3434,0.882405502,888.755317668,1002.598566685,1138.826608253,0.293301115,0.258810518,0,0,0,0,1.000000000,0,1,0.029752494,0.008520938,0.102347814,0.033445945,1.083147967,0.070095299,0.000000000,0.000000669,0.000000912,0.000001371,-0.131898371,-0.069676259,-0.988811427,0.000000001,0.000000002,0.000000002,0.095904705,-0.980021224,0.174243189,0.000000000,0.674794568,0.104306147,3.184566263,0.008378813,38.937612415,0,0.274824078,0.244340558,1262,1157,105,0.306087800,331,0,0,0,0,0,2530,331,51360,100110,30738,0,0,529675
254,1624181117.561182737,1624181117.661097050,258,257,0,0.035026885,0.068905235,1,0,0,0,1,0.211936001,0.368797804,-8.436361636,-0.001044017,0.035227270,0.002609700,0.999375374,4057,2480,0.611289130,0.066660277,0.038935287,0.026384595,0.542726073,45.033239583,3390,0.885456119,911.744744894,929.039756584,1160.911740470,0.303743174,0.268951252,0,0,0,0,1.000000000,0,1,0.003435300,0.007706778,0.116879308,0.032927786,1.124832074,0.066660277,0.000000000,0.000000651,0.000000902,0.000001459,0.135986641,-0.016021388,0.990581117,0.000000001,0.000000002,0.000000003,-0.023564190,0.993737877,-0.109223441,0.000000000,0.669583165,0.103786215,3.218056172,0.008212604,39.402389559,0,0.277011627,0.246262275,1199,1093,106,0.295538575,295,0,0,0,0,0,2563,295,52056,101309,31033,0,0,532238
255,1624181117.661180258,1624181117.761062384,259,258,0,0.031098145,0.065993297,1,0,0,0,1,0.188144342,0.359429874,-8.569213416,-0.000853567,0.033512354,0.002820480,0.999433959,4104,2493,0.607456140,0.063521649,0.037654152,0.025676801,0.605751546,45.658233822,3432,0.882422914,911.022583959,989.962740026,1127.490115312,0.300818878,0.265449471,0,0,0,0,1.000000000,0,1,0.042151268,0.004501010,0.112924465,0.032556747,1.108242805,0.063521649,0.000000000,0.000000660,0.000000909,0.000001459,0.138458748,-0.016856500,0.990224739,0.000000001,0.000000001,0.000000002,-0.037874489,0.988507174,-0.146352623,0.000000000,0.664649790,0.103724454,3.203810323,0.007326802,40.009021012,0,0.278421959,0.247376796,1193,1123,70,0.290692008,269,0,0,0,0,0,2642,269,52725,102502,31302,0,0,534880
256,1624181117.761177778,1624181117.860965014,260,259,0,0.125148950,0.207204539,1,0,0,0,1,0.179345261,0.344688826,-8.669880382,0.002115022,0.034647882,0.002620349,0.999393909,3989,2350,0.589120080,0.068370821,0.042326396,0.028924277,0.547610218,44.316543161,3365,0.877605849,889.509924095,933.973175886,1129.660581503,0.301207804,0.264341731,0,0,0,0,1.000000000,0,1,0.058207093,0.004806921,0.112924465,0.032556747,1.101772712,0.068370821,0.000000000,0.000000683,0.000000924,0.000001560,0.122120983,0.030249015,0.992054163,0.000000001,0.000000002,0.000000003,-0.058235748,0.985605234,-0.158716477,0.000000000,0.656307747,0.103727082,3.147860169,0.007495701,40.541144774,0,0.280138885,0.248632930,1224,1152,72,0.306843821,286,0,0,0,0,0,2477,288,53393,103726,31588,0,0,537357
257,1624181117.861175299,1624181117.961073637,261,260,0,0.333781714,0.390363739,1,0,0,0,1,0.174477345,0.335307507,-8.708135126,0.009704975,0.035601704,0.002664727,0.999315381,4018,2366,0.588850174,0.104190362,0.057271821,0.042335109,0.517529031,47.082175621,3356,0.877701794,876.542871352,926.868381677,1142.155967498,0.297580332,0.261186791,0,0,0,0,1.000000000,0,1,0.095424811,0.017142675,0.112924465,0.030000000,1.083165034,0.104190362,0.000000000,0.000000673,0.000000929,0.000001672,0.108986591,0.039446951,0.993260218,0.000000001,0.000000002,0.000000003,-0.096135331,0.976860549,-0.191053568,0.000000000,0.648536873,0.149002109,3.038497521,0.008123710,41.083988969,0,0.281569086,0.249691202,1184,1111,73,0.294673967,506,0,0,0,0,0,2327,507,54048,104910,32094,0,0,539684
258,1624181117.961172819,1624181118.061086893,262,261,0,0.214510439,0.325578524,1,0,0,0,1,0.156823420,0.327562758,-8.883980492,0.014683447,0.034784749,0.002797692,0.999283038,4037,2380,0.589546693,0.103285905,0.051726394,0.037717212,0.508034647,48.038359613,3412,0.876126230,902.841838793,959.030966359,1127.469891110,0.302020187,0.264607807,1,1,1,1,4.000000000,5,1,0.087418410,0.010965588,0.129159127,0.030000000,1.101019216,0.090934171,0.103285905,0.000001432,0.000001860,0.000003093,0.103190587,0.029626840,0.994220274,0.000000005,0.000000006,0.000000010,-0.030940527,0.998188951,-0.051589744,0.000000000,0.641962004,0.171052800,3.057695824,0.007733393,41.644878134,0,0.283668619,0.251298038,0,0,0,0.000000000,0,0,0,0,0,0,0,4037,54048,104910,32094,0,0,539684
259,1624181118.061170578,1624181118.161195278,263,262,0,0.146772559,0.172801189,1,0,0,0,1,0.127902086,0.320771159,-9.180113135,0.028540168,0.038185660,0.001748803,0.998861480,4055,2478,0.611097411,0.088699930,0.050453625,0.035809657,0.535905203,51.591757233,3389,0.879329423,916.700832077,952.506921177,1110.839660914,0.307612835,0.270493016,1,0,0,0,1.000000000,4,1,0.167798302,0.015142826,0.129159127,0.030000000,1.114507637,0.088699930,0.000000000,0.000000750,0.000001039,0.000001986,0.091478177,-0.020467324,0.995596721,0.000000001,0.000000002,0.000000003,0.016014269,0.994193019,-0.106413267,0.000000000,0.632589800,0.171250960,3.154452977,0.008618501,42.458587920,0,0.285123081,0.252363674,0,0,0,0.000000000,0,0,0,0,0,0,0,4055,54048,104910,32094,0,0,539684
260,1624181118.161168098,1624181118.261202812,264,263,0,0.177053007,0.207365425,1,0,0,0,1,0.111842362,0.330186831,-9.349887564,0.036694080,0.039895272,0.001637541,0.998528533,4042,2420,0.598713508,0.067971320,0.042064683,0.028554412,0.535798250,55.261818978,3303,0.875675330,885.800965400,935.366572492,1071.188075960,0.306255898,0.268180734,1,0,0,0,1.000000000,3,1,0.028373394,0.000986272,0.129159127,0.030000000,1.104980382,0.067971320,0.000000000,0.000000667,0.000000920,0.000001892,0.085269093,-0.024714146,0.996051401,0.000000001,0.000000002,0.000000003,0.069157103,0.991976780,-0.105827045,0.000000000,0.623346859,0.168038925,3.172228353,0.009107671,43.392995708,0,0.286835732,0.253660483,0,0,0,0.000000000,0,0,0,0,0,0,0,4042,54048,104910,32094,0,0,539684
261,1624181118.261165619,1624181118.361189604,265,264,0,0.168577110,0.211728119,1,0,0,0,1,0.092411073,0.337497190,-9.555448221,0.043645108,0.041237578,0.001426635,0.998194636,4015,2458,0.612204234,0.071338332,0.044557150,0.029819772,0.567263798,52.701185605,3239,0.883425946,906.373740017,937.408609685,1017.634289635,0.316756996,0.279831349,1,0,0,0,1.000000000,2,1,0.019740210,0.002520068,0.129159127,0.030000000,1.152984207,0.071338332,0.000000000,0.000000664,0.000000900,0.000001837,0.090849877,-0.058573088,0.994140580,0.000000001,0.000000002,0.000000002,0.041316568,0.988708341,-0.144044288,0.000000000,0.617857907,0.162702782,3.208119377,0.008885698,44.120275168,0,0.289368823,0.255838181,0,0,0,0.000000000,0,0,0,0,0,0,0,4015,54048,104910,32094,0,0,539684
